Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1985-86,24,SAC,NBA,C,3,45,12.6,0.48,0,0.462,17.2,16.1,16.7,3.4,1.1,1.3,11.3,15.7,NA,0,0,0.1,0.068,NA,-2.1,-2.5,-4.6,0
1988-89,27,BOS,NBA,C,3,65,8.6,0.635,0.091,0.818,7.2,23,15.2,4.5,0,1,28.6,14.4,NA,0,0.1,0.1,0.038,NA,-2.7,-0.4,-3.1,0
1989-90,28,BOS,NBA,C,5,79,14.4,0.789,0.059,0.353,4.9,16.1,10.8,3.2,1.2,2.2,16.9,12.6,NA,0.2,0,0.2,0.106,NA,0,1,1,0.1
1990-91,29,BOS,NBA,C,5,31,6.9,0.444,0,0,19.3,21.1,20.2,4.5,0,0,18.2,15.5,NA,0,0,0,0.012,NA,-4.9,-2.6,-7.5,0
1991-92,30,BOS,NBA,C,9,82,6.8,0.437,0.045,0.091,8.6,25.6,16.6,1.5,0,0.9,11.6,14,NA,0,0,0,-0.001,NA,-4.8,-1.9,-6.7,-0.1
1992-93,31,BOS,NBA,C,4,29,8.1,0.6,0,0,0,21.9,11,0,0,2.2,0,7.8,NA,0,0,0.1,0.084,NA,-3.5,0.9,-2.6,0
1993-94,32,PHO,NBA,C,8,81,10.9,0.457,0,0.214,6.5,17.7,11.7,5.5,0.6,3.4,6.1,17.3,NA,0,0,0.1,0.039,NA,-3.8,-0.3,-4,0
1994-95,33,PHO,NBA,C,10,167,13.2,0.583,0.037,0,5.7,15.5,10.8,7.7,1.5,1.4,10,16.1,NA,0.2,0.1,0.3,0.099,NA,-1.9,1.2,-0.7,0.1
1995-96,34,PHO,NBA,C,2,8,-6.6,0,0,0,13,0,7.1,0,6.6,0,33.3,16.6,NA,-0.1,0,-0.1,-0.373,NA,-13.1,-4,-17.1,0
1998-99,37,PHO,NBA,C,1,5,29.4,0.5,0,0,0,31.6,13.1,0,10.6,17,0,18.5,NA,0,0,0,0.2,NA,1,12.9,13.9,0
Career,NA,,NBA,,50,592,10.9,0.546,0.031,0.178,7.6,18.7,13.1,4.6,0.9,1.7,12.9,14.9,NA,0.4,0.3,0.7,0.058,NA,-2.8,-0.1,-2.9,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BOS,NBA,,26,286,9.5,0.588,0.047,0.266,7.6,21.5,14.5,2.8,0.3,1.3,17.3,13.2,NA,0.1,0.2,0.3,0.048,NA,-2.9,-0.5,-3.4,-0.1
4 seasons,NA,PHO,NBA,,21,261,12.2,0.525,0.023,0.07,6.1,16,11,6.6,1.6,2.3,9.2,16.5,NA,0.2,0.2,0.4,0.068,NA,-2.8,0.8,-2,0
1 season,NA,SAC,NBA,,3,45,12.6,0.48,0,0.462,17.2,16.1,16.7,3.4,1.1,1.3,11.3,15.7,NA,0,0,0.1,0.068,NA,-2.1,-2.5,-4.6,0
