Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,32,TOT,NBA,NA,46,NA,NA,104,274,0.38,152,192,0.792,NA,41,167,360
1949-50,32,BOS,NBA,NA,24,NA,NA,55,148,0.372,86,106,0.811,NA,17,97,196
1949-50,32,TRI,NBA,NA,22,NA,NA,49,126,0.389,66,86,0.767,NA,24,70,164
Career,NA,,NBA,NA,46,NA,NA,104,274,0.38,152,192,0.792,NA,41,167,360
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,NA,24,NA,NA,55,148,0.372,86,106,0.811,NA,17,97,196
1 season,NA,TRI,NBA,NA,22,NA,NA,49,126,0.389,66,86,0.767,NA,24,70,164
