Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,32,TRI,NBA,NA,2,NA,NA,0.559,2.2,NA,NA,NA,NA,NA,0.1,0,0.1,NA
Career,NA,,NBA,NA,2,NA,NA,0.559,2.2,NA,NA,NA,NA,NA,0.1,0,0.1,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,TRI,NBA,NA,2,NA,NA,0.559,2.2,NA,NA,NA,NA,NA,0.1,0,0.1,NA
