Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,22,CLE,NBA,SG,5,0,12,12,27,0.444,0,3,0,12,24,0.5,9,12,0.75,6,12,18,15,3,0,6,3,33
1992-93,23,CLE,NBA,SG,2,0,9,4,12,0.333,0,0,NA,4,12,0.333,8,8,1,0,0,0,0,0,0,4,0,16
1993-94,24,CLE,NBA,SG,3,2,68,4.8,12.7,0.375,0.5,0.5,1,4.2,12.2,0.348,0.5,1.1,0.5,2.6,4.8,7.4,3.7,1.1,0,2.6,5.8,10.6
1994-95,25,CLE,NBA,SG,4,4,146,4.7,10.6,0.442,1,1.7,0.571,3.7,8.9,0.417,3.7,4.9,0.75,0.7,2.2,3,1.5,2.2,0,2.2,2,14.1
1995-96,26,CLE,NBA,SG,3,3,96,4.9,13.1,0.371,0.7,3.7,0.2,4.1,9.4,0.44,0.4,1.5,0.25,1.9,3.4,5.2,2.3,0.7,0.4,1.9,1.5,10.9
1997-98,28,CHH,NBA,SG,9,9,269,3.3,8.6,0.391,0.7,2.3,0.294,2.7,6.3,0.426,0.3,1.1,0.25,0.5,2.5,3.1,3.2,1.3,0.3,1.7,3.2,7.6
Career,NA,,NBA,,26,18,600,4.3,10.7,0.399,0.7,2.2,0.333,3.5,8.5,0.415,1.4,2.4,0.6,1.1,3,4.1,2.9,1.4,0.2,2.1,2.9,10.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CLE,NBA,,17,9,331,5,12.4,0.404,0.8,2.1,0.368,4.2,10.3,0.411,2.4,3.5,0.688,1.6,3.4,5,2.6,1.5,0.1,2.4,2.6,13.2
1 season,NA,CHH,NBA,,9,9,269,3.3,8.6,0.391,0.7,2.3,0.294,2.7,6.3,0.426,0.3,1.1,0.25,0.5,2.5,3.1,3.2,1.3,0.3,1.7,3.2,7.6
