,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1969-70,23,LAL,NBA,,2,4,1,1,1,2,2,4
1970-71,24,LAL,NBA,,6,15,1,3,5,3,5,13
Career,,,,,6,15,1,3,5,3,5,13
