,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,24,BLB,BAA,,5,,9,10,,,,17
1948-49,25,WSC,BAA,,7,,9,11,,,6,20
1949-50,26,CHS,NBA,,5,,3,4,,,6,11
1950-51,27,TOT,NBA,,1,,0,0,,0,5,2
1950-51,27,BOS,NBA,,1,,0,0,,0,5,2
Career,,,TOT,,7,,9,11,,,,20
,,,NBA,,5,,3,4,,,6,11
,,,BAA,,7,,9,11,,,,20
,,,,,,,,,,,,
1 Season,,BLB,BAA,,5,,9,10,,,,17
1 Season,,WSC,BAA,,7,,9,11,,,6,20
1 Season,,CHS,NBA,,5,,3,4,,,6,11
1 Season,,BOS,NBA,,1,,0,0,,0,5,2
