Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,24,BLB,BAA,NA,11,NA,NA,38,151,0.252,45,63,0.714,NA,12,45,121
1948-49,25,WSC,BAA,NA,11,NA,NA,40,149,0.268,55,83,0.663,NA,12,53,135
1949-50,26,CHS,NBA,NA,2,NA,NA,7,24,0.292,4,5,0.8,NA,5,12,18
1950-51,27,BOS,NBA,NA,2,NA,NA,1,6,0.167,0,0,NA,3,0,6,2
Career,NA,,TOT,NA,26,NA,NA,86,330,0.261,104,151,0.689,3,29,116,276
,NA,,BAA,NA,22,NA,NA,78,300,0.26,100,146,0.685,NA,24,98,256
,NA,,NBA,NA,4,NA,NA,8,30,0.267,4,5,0.8,3,5,18,20
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,11,NA,NA,38,151,0.252,45,63,0.714,NA,12,45,121
1 season,NA,WSC,BAA,NA,11,NA,NA,40,149,0.268,55,83,0.663,NA,12,53,135
1 season,NA,BOS,NBA,NA,2,NA,NA,1,6,0.167,0,0,NA,3,0,6,2
1 season,NA,CHS,NBA,NA,2,NA,NA,7,24,0.292,4,5,0.8,NA,5,12,18
