Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,24,BLB,BAA,NA,11,NA,NA,0.339,0.417,NA,NA,NA,NA,NA,0.4,0.2,0.6,NA
1948-49,25,WSC,BAA,NA,11,NA,NA,0.364,0.557,NA,NA,NA,NA,NA,-0.2,0.6,0.4,NA
1949-50,26,CHS,NBA,NA,2,NA,NA,0.344,0.208,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
1950-51,27,BOS,NBA,NA,2,NA,NA,0.167,0,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
Career,NA,,TOT,NA,26,NA,NA,0.348,0.458,NA,NA,NA,NA,NA,0,0.7,0.7,NA
,NA,,BAA,NA,22,NA,NA,0.351,0.487,NA,NA,NA,NA,NA,0.2,0.7,0.9,NA
,NA,,NBA,NA,4,NA,NA,0.311,0.167,NA,NA,NA,NA,NA,-0.2,0,-0.2,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,11,NA,NA,0.339,0.417,NA,NA,NA,NA,NA,0.4,0.2,0.6,NA
1 season,NA,WSC,BAA,NA,11,NA,NA,0.364,0.557,NA,NA,NA,NA,NA,-0.2,0.6,0.4,NA
1 season,NA,BOS,NBA,NA,2,NA,NA,0.167,0,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
1 season,NA,CHS,NBA,NA,2,NA,NA,0.344,0.208,NA,NA,NA,NA,NA,-0.1,0,-0.1,NA
