Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,TOT,BAA,NA,32,NA,NA,NA,NA,0.287,NA,NA,0.634,NA,NA,NA,NA
1946-47,23,CLR,BAA,NA,11,NA,NA,NA,NA,0.269,NA,NA,0.467,NA,NA,NA,NA
1946-47,23,TRH,BAA,NA,21,NA,NA,NA,NA,0.291,NA,NA,0.66,NA,NA,NA,NA
1947-48,24,BLB,BAA,NA,48,NA,NA,NA,NA,0.277,NA,NA,0.665,NA,NA,NA,NA
1948-49,25,WSC,BAA,NA,60,NA,NA,NA,NA,0.312,NA,NA,0.682,NA,NA,NA,NA
1949-50,26,CHS,NBA,NA,67,NA,NA,NA,NA,0.319,NA,NA,0.619,NA,NA,NA,NA
1950-51,27,TOT,NBA,NA,71,NA,NA,NA,NA,0.293,NA,NA,0.654,NA,NA,NA,NA
1950-51,27,TRI,NBA,NA,48,NA,NA,NA,NA,0.285,NA,NA,0.67,NA,NA,NA,NA
1950-51,27,BOS,NBA,NA,23,NA,NA,NA,NA,0.314,NA,NA,0.592,NA,NA,NA,NA
1952-53,29,TOT,NBA,NA,10,NA,62,2.3,18,0.129,1.7,2.9,0.6,11,2.3,10.5,6.4
1952-53,29,BOS,NBA,NA,4,NA,22,0,14.7,0,1.6,3.3,0.5,11.5,0,9.8,1.6
1952-53,29,INO,NBA,NA,6,NA,40,3.6,19.8,0.182,1.8,2.7,0.667,10.8,3.6,10.8,9
Career,NA,,TOT,NA,288,NA,62,2.3,18,0.297,1.7,2.9,0.654,11,2.3,10.5,6.4
,NA,,NBA,NA,148,NA,62,2.3,18,0.302,1.7,2.9,0.636,11,2.3,10.5,6.4
,NA,,BAA,NA,140,NA,NA,NA,NA,0.293,NA,NA,0.668,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHS,NBA,NA,67,NA,NA,NA,NA,0.319,NA,NA,0.619,NA,NA,NA,NA
1 season,NA,WSC,BAA,NA,60,NA,NA,NA,NA,0.312,NA,NA,0.682,NA,NA,NA,NA
1 season,NA,TRI,NBA,NA,48,NA,NA,NA,NA,0.285,NA,NA,0.67,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,48,NA,NA,NA,NA,0.277,NA,NA,0.665,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,NA,27,NA,22,0,14.7,0.3,1.6,3.3,0.588,11.5,0,9.8,1.6
1 season,NA,TRH,BAA,NA,21,NA,NA,NA,NA,0.291,NA,NA,0.66,NA,NA,NA,NA
1 season,NA,CLR,BAA,NA,11,NA,NA,NA,NA,0.269,NA,NA,0.467,NA,NA,NA,NA
1 season,NA,INO,NBA,NA,6,NA,40,3.6,19.8,0.182,1.8,2.7,0.667,10.8,3.6,10.8,9
