Season,Team,Lg,Salary
1992-93,Miami Heat,NBA,"$912,000"
1993-94,Miami Heat,NBA,"$1,186,000"
1994-95,Miami Heat,NBA,"$1,459,000"
1995-96,Cleveland Cavaliers,NBA,"$1,733,000"
Career,(may be incomplete),,"$5,290,000"
