,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1975-76,22,MIL,NBA,,13,17,10,11,,,5,12,1,2,,4,36,
1976-77,23,TOT,NBA,,6,14,1,4,2,1,3,5,1,1,,4,12,
1976-77,23,CLE,NBA,,6,14,1,4,2,1,3,5,1,1,,4,12,
Career,,,,,13,17,10,11,,,5,12,1,2,,4,36,
1 Season,,CLE,NBA,,6,14,1,4,2,1,3,5,1,1,,4,12,
1 Season,,MIL,NBA,,13,17,10,11,,,5,12,1,2,,4,36,
