Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,21,MIL,NBA,SG,73,NA,1639,5.1,11.3,0.455,2.8,4,0.685,0.8,2.4,3.2,4.9,0.7,0.4,NA,3.9,13
1975-76,22,MIL,NBA,SG,75,NA,1468,5.8,12.7,0.457,3.9,5.6,0.7,0.6,2.4,3.1,6,0.9,0.4,NA,3.4,15.5
1976-77,23,TOT,NBA,SG,80,NA,1487,5.9,13.7,0.429,3.9,5.3,0.744,0.5,2.4,3,5.5,0.9,0.9,NA,4,15.7
1976-77,23,MIL,NBA,SG,41,NA,891,5.3,13.1,0.401,4.2,5.5,0.766,0.4,2.2,2.6,4.5,0.9,0.9,NA,3.4,14.7
1976-77,23,CLE,NBA,SG,39,NA,596,6.8,14.5,0.467,3.5,5,0.707,0.7,2.8,3.6,7.1,0.8,0.8,NA,4.8,17
1977-78,24,BUF,NBA,SG,13,NA,130,5,11.9,0.419,5,6.6,0.75,0.8,2.5,3.3,5.5,0.8,1.4,3.3,3,15
Career,NA,,NBA,,241,NA,4724,5.6,12.5,0.446,3.6,5,0.713,0.7,2.4,3.1,5.4,0.8,0.6,3.3,3.7,14.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIL,NBA,,189,NA,3998,5.4,12.2,0.443,3.5,4.9,0.712,0.6,2.4,3,5.2,0.8,0.5,NA,3.6,14.3
1 season,NA,CLE,NBA,,39,NA,596,6.8,14.5,0.467,3.5,5,0.707,0.7,2.8,3.6,7.1,0.8,0.8,NA,4.8,17
1 season,NA,BUF,NBA,,13,NA,130,5,11.9,0.419,5,6.6,0.75,0.8,2.5,3.3,5.5,0.8,1.4,3.3,3,15
