Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,21,MIL,NBA,SG,73,NA,22.5,3.2,7,0.455,1.7,2.5,0.685,0.5,1.5,2,3,0.4,0.2,NA,2.4,8.1
1975-76,22,MIL,NBA,SG,75,NA,19.6,3.2,6.9,0.457,2.1,3,0.7,0.3,1.3,1.7,3.3,0.5,0.2,NA,1.8,8.4
1976-77,23,TOT,NBA,SG,80,NA,18.6,3,7.1,0.429,2,2.7,0.744,0.3,1.3,1.5,2.9,0.5,0.5,NA,2.1,8.1
1976-77,23,MIL,NBA,SG,41,NA,21.7,3.2,7.9,0.401,2.6,3.3,0.766,0.2,1.3,1.6,2.7,0.5,0.6,NA,2.1,8.9
1976-77,23,CLE,NBA,SG,39,NA,15.3,2.9,6.2,0.467,1.5,2.1,0.707,0.3,1.2,1.5,3,0.4,0.3,NA,2,7.2
1977-78,24,BUF,NBA,SG,13,NA,10,1.4,3.3,0.419,1.4,1.8,0.75,0.2,0.7,0.9,1.5,0.2,0.4,0.9,0.8,4.2
Career,NA,,NBA,,241,NA,19.6,3,6.8,0.446,1.9,2.7,0.713,0.4,1.3,1.7,3,0.4,0.3,0.9,2,8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIL,NBA,,189,NA,21.2,3.2,7.2,0.443,2.1,2.9,0.712,0.4,1.4,1.8,3.1,0.5,0.3,NA,2.1,8.4
1 season,NA,CLE,NBA,,39,NA,15.3,2.9,6.2,0.467,1.5,2.1,0.707,0.3,1.2,1.5,3,0.4,0.3,NA,2,7.2
1 season,NA,BUF,NBA,,13,NA,10,1.4,3.3,0.419,1.4,1.8,0.75,0.2,0.7,0.9,1.5,0.2,0.4,0.9,0.8,4.2
