Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Anthony Roberson,,0.2,0.2,0.1
Randy Woods,92.4,0.3,0.2,0.1
Morlon Wiley,82.9,0.2,0.1,0.1
Drew Barry,81.9,0.3,0.2,0.1
Jeff McInnis,80.9,0.3,0.2,0.1
Archie Goodwin,77.9,0.2,0.2,0.1
Lance Blanks,69.9,0.4,0.2,0.1
Mike Price,64.6,0.2,0.2,0.1
Xavier Henry,63.7,0.2,0.2,0
Julyan Stone,61.3,0.4,0.2,0.1
Jorge Gutiérrez,59.4,0.3,0.3,0.2
