,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,22,MEM,NBA,PG,16,88,75%,25%,,,,+3.0,-1.6,2,1,0,0,1,0,11,0,2
2006-07,23,GSW,NBA,PG,20,227,100%,,,,,-15.1,-15.5,5,4,12,1,0,0,22,0,3
2008-09,25,TOT,NBA,PG,29,276,18%,71%,11%,,,-11.0,-9.8,5,3,6,0,2,1,44,0,2
2008-09,25,NYK,NBA,PG,23,253,16%,71%,12%,,,-12.5,-10.4,4,3,6,0,2,1,42,0,1
2008-09,25,CHI,NBA,PG,6,23,29%,71%,,,,+7.1,+7.3,1,0,0,0,0,0,2,0,1
Career,,,NBA,,65,591,58%,37%,5%,,,-10.5,-10.8,12,8,18,1,3,1,77,0,7
,,,,,,,,,,,,,,,,,,,,,,
1 season,,NYK,NBA,,23,253,16%,71%,12%,,,-12.5,-10.4,4,3,6,0,2,1,42,0,1
1 season,,GSW,NBA,,20,227,100%,,,,,-15.1,-15.5,5,4,12,1,0,0,22,0,3
1 season,,MEM,NBA,,16,88,75%,25%,,,,+3.0,-1.6,2,1,0,0,1,0,11,0,2
1 season,,CHI,NBA,,6,23,29%,71%,,,,+7.1,+7.3,1,0,0,0,0,0,2,0,1
