,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,22,MEM,NBA,PG,72,1474,.325,15.7,.567,.272,.100,.075,.122,.433,.363,.459,.333,.148,.295,.276,.149,.006,1,.628,.135,.429,5,0
2017-18,23,MEM,NBA,PG,56,1326,.422,13.2,.669,.301,.124,.082,.163,.331,.467,.574,.396,.286,.414,.331,.134,.005,1,.745,.289,.317,0,0
2018-19,24,TOT,NBA,PG,17,187,.302,16.9,.528,.245,.094,.094,.094,.472,.393,.615,.200,.400,.000,.200,.182,.019,0,.600,.160,.250,1,0
2018-19,24,MEM,NBA,PG,1,5,.500,13.5,.500,.500,.000,.000,.000,.500,1.000,1.000,,,,.000,.000,.000,0,,.000,,0,0
2018-19,24,CLE,NBA,PG,10,144,.308,14.3,.641,.282,.128,.103,.128,.359,.360,.636,.200,.250,.000,.214,.222,.026,0,.333,.214,.333,0,0
2018-19,24,NOP,NBA,PG,6,38,.250,26.0,.167,.083,.000,.083,.000,.833,.500,.000,,1.000,,.200,.000,.000,0,1.000,.100,.000,1,0
Career,,,NBA,,145,2987,.373,14.5,.616,.285,.112,.080,.141,.384,.422,.529,.362,.239,.353,.294,.142,.006,2,.684,.204,.348,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MEM,NBA,,129,2805,.378,14.3,.622,.288,.113,.078,.144,.378,.425,.526,.371,.226,.368,.301,.139,.005,2,.689,.207,.355,5,0
1 season,,CLE,NBA,,10,144,.308,14.3,.641,.282,.128,.103,.128,.359,.360,.636,.200,.250,.000,.214,.222,.026,0,.333,.214,.333,0,0
1 season,,NOP,NBA,,6,38,.250,26.0,.167,.083,.000,.083,.000,.833,.500,.000,,1.000,,.200,.000,.000,0,1.000,.100,.000,1,0
