,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,22,MEM,NBA,PG,72,1474,67%,33%,,,,-0.2,-1.5,36,18,81,22,86,11,479,8,31
2017-18,23,MEM,NBA,PG,56,1326,68%,32%,1%,,,-7.7,-1.8,51,13,46,6,72,12,414,21,29
2018-19,24,TOT,NBA,PG,17,187,90%,10%,,,,-4.0,+0.6,7,0,16,0,8,5,57,2,2
2018-19,24,MEM,NBA,PG,1,5,100%,,,,,-36.1,-33.6,0,0,0,0,0,0,0,0,0
2018-19,24,CLE,NBA,PG,10,144,93%,8%,,,,-2.4,+8.0,5,0,13,0,8,3,41,2,2
2018-19,24,NOP,NBA,PG,6,38,79%,21%,,,,-6.6,-5.3,2,0,3,0,0,2,16,0,0
Career,,,NBA,,145,2987,69%,31%,,,,-3.8,-1.5,94,31,143,28,166,28,950,31,62
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MEM,NBA,,129,2805,67%,32%,,,,-3.8,-1.7,87,31,127,28,158,23,893,29,60
1 season,,CLE,NBA,,10,144,93%,8%,,,,-2.4,+8.0,5,0,13,0,8,3,41,2,2
1 season,,NOP,NBA,,6,38,79%,21%,,,,-6.6,-5.3,2,0,3,0,0,2,16,0,0
