,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,22,IND,NBA,SF,6,162,,,63%,37%,,-10.4,-12.9,3,1,9,2,0,1,22,0,1
2010-11,27,IND,NBA,SF,5,183,,,96%,4%,,-16.7,-37.1,4,2,6,1,5,1,36,2,3
2011-12,28,IND,NBA,SF,11,420,,,93%,7%,,+8.1,+29.4,14,7,8,2,10,0,62,3,10
2013-14,30,LAC,NBA,SF,13,134,,,50%,50%,,+11.0,+12.2,1,1,9,1,3,1,8,0,6
Career,,,NBA,,35,899,,,82%,18%,,+0.2,+5.7,22,11,32,6,18,3,128,5,20
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,22,765,,,88%,12%,,-1.8,+4.5,21,10,23,5,15,2,120,5,14
1 season,,LAC,NBA,,13,134,,,50%,50%,,+11.0,+12.2,1,1,9,1,3,1,8,0,6
