Season,Team,Lg,Salary
1999-00,Phoenix Suns,NBA,"$1,546,320"
2000-01,Phoenix Suns,NBA,"$1,662,240"
2001-02,Phoenix Suns,NBA,"$1,778,160"
2002-03,Phoenix Suns,NBA,"$2,265,375"
2003-04,Phoenix Suns,NBA,"$10,960,000"
2004-05,Phoenix Suns,NBA,"$12,330,000"
2005-06,Phoenix Suns,NBA,"$13,700,000"
2006-07,Phoenix Suns,NBA,"$15,070,000"
2007-08,Miami Heat,NBA,"$16,440,000"
2008-09,Toronto Raptors,NBA,"$17,810,000"
2009-10,Dallas Mavericks,NBA,"$6,635,068"
2010-11,Dallas Mavericks,NBA,"$7,305,500"
2011-12,Dallas Mavericks,NBA,"$8,022,449"
2012-13,Dallas Mavericks,NBA,"$8,646,364"
2013-14,Dallas Mavericks,NBA,"$9,316,796"
2014-15,Cleveland Cavaliers,NBA,"$1,448,490"
Career,(may be incomplete),,"$134,936,762"
