Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,22,INA,ABA,PF,73,1386,13.9,0.528,0.012,0.432,10.4,20.7,15.8,4.8,NA,NA,14.7,15.9,NA,1.4,1.8,3.2,0.11,NA,NA,NA,NA,NA
1972-73,23,INA,ABA,PF,84,2541,11.9,0.475,0.012,0.343,8.1,18.1,13.2,6.5,NA,2.3,15.4,14.8,NA,-0.5,3.7,3.3,0.062,NA,NA,NA,NA,NA
1973-74,24,INA,ABA,PF,83,2319,13.3,0.511,0.012,0.29,8.2,19.2,13.8,5.7,1.4,4,19.3,15.5,NA,0.2,4.1,4.4,0.091,NA,-2.2,1.9,-0.4,1
1974-75,25,INA,ABA,C,81,2603,15.8,0.555,0.004,0.219,10.4,17.5,13.8,6.5,1.3,2.7,17.1,17.6,NA,3.4,2.8,6.2,0.114,NA,-0.5,-0.1,-0.6,0.9
1975-76,26,INA,ABA,PF,74,2166,14.9,0.509,0.005,0.406,9.9,18.7,14,9.1,1.6,1.9,16.7,20.1,NA,1.4,2.8,4.2,0.094,NA,-1.2,0.1,-1.1,0.5
1976-77,27,IND,NBA,C,82,2302,14.1,0.479,NA,0.301,9.4,20.1,14.6,9.8,1.8,2.4,NA,NA,NA,1,2.8,3.8,0.079,NA,-1.6,0.3,-1.3,0.4
1977-78,28,TOT,NBA,PF,78,1966,13.6,0.507,NA,0.403,9.9,19.4,14.6,7.1,1.4,2.1,17.3,19.2,NA,0.8,2.4,3.2,0.079,NA,-1.5,-0.1,-1.6,0.2
1977-78,28,NJN,NBA,PF,45,1220,14.6,0.499,NA,0.409,9.6,17.7,13.4,5.8,1.7,1.9,15.6,21.2,NA,0.4,1.5,2,0.077,NA,-1.2,-0.2,-1.4,0.2
1977-78,28,DEN,NBA,PF,33,746,12.1,0.525,NA,0.388,10.4,22,16.4,9.4,0.8,2.5,21.2,15.9,NA,0.4,0.9,1.3,0.081,NA,-2.2,0.1,-2,0
1978-79,29,KCK,NBA,PF,78,1618,10.7,0.519,NA,0.523,9.1,20.2,14.5,6.9,1.4,2.3,20.3,15.7,NA,0.2,2.4,2.6,0.077,NA,-2.8,0.9,-1.8,0.1
1979-80,30,GSW,NBA,PF,49,708,8.7,0.474,0,0.38,8.9,19.5,14,8.6,1.4,2,22,15.6,NA,-0.5,0.8,0.3,0.018,NA,-4.5,0.3,-4.2,-0.4
Career,NA,,TOT,,682,17609,13.4,0.509,0.005,0.348,9.3,19.1,14.2,7.2,1.5,2.5,17.4,16.9,NA,7.3,23.8,31.1,0.085,NA,-1.7,0.5,-1.2,2.7
,NA,,ABA,,395,11015,14,0.516,0.008,0.326,9.3,18.6,14,6.6,1.4,2.7,16.8,16.8,NA,5.9,15.3,21.2,0.093,NA,-1.3,0.6,-0.7,2.4
,NA,,NBA,,287,6594,12.6,0.496,0,0.386,9.4,19.8,14.5,8.2,1.6,2.2,19,17.3,NA,1.4,8.5,9.9,0.072,NA,-2.2,0.3,-1.8,0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"INA,IND",ABA,,477,13317,14,0.509,0.007,0.321,9.3,18.9,14.1,7.2,1.5,2.7,16.8,16.8,NA,6.9,18.2,25.1,0.09,NA,-1.4,0.5,-0.8,2.8
1 season,NA,KCK,NBA,,78,1618,10.7,0.519,NA,0.523,9.1,20.2,14.5,6.9,1.4,2.3,20.3,15.7,NA,0.2,2.4,2.6,0.077,NA,-2.8,0.9,-1.8,0.1
1 season,NA,GSW,NBA,,49,708,8.7,0.474,0,0.38,8.9,19.5,14,8.6,1.4,2,22,15.6,NA,-0.5,0.8,0.3,0.018,NA,-4.5,0.3,-4.2,-0.4
1 season,NA,NJN,NBA,,45,1220,14.6,0.499,NA,0.409,9.6,17.7,13.4,5.8,1.7,1.9,15.6,21.2,NA,0.4,1.5,2,0.077,NA,-1.2,-0.2,-1.4,0.2
1 season,NA,DEN,NBA,,33,746,12.1,0.525,NA,0.388,10.4,22,16.4,9.4,0.8,2.5,21.2,15.9,NA,0.4,0.9,1.3,0.081,NA,-2.2,0.1,-2,0
