,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,20,WAS,NBA,SF,37,319,,72%,28%,,,-3.3,-5.0,8,4,9,1,6,1,23,3,3
2014-15,21,WAS,NBA,SF,74,1432,,12%,86%,2%,,-0.2,-1.8,23,10,38,10,31,2,142,6,18
2015-16,22,WAS,NBA,SF,75,2276,,,81%,18%,1%,+0.8,+3.1,24,25,77,9,53,12,267,13,27
2016-17,23,WAS,NBA,SF,80,2605,,1%,77%,23%,,+3.0,+3.8,27,7,102,5,52,12,274,22,14
2017-18,24,WAS,NBA,SF,77,2432,,,66%,34%,,+5.4,+11.8,39,18,72,8,57,3,365,15,19
2018-19,25,TOT,NBA,SF,56,1683,,4%,59%,36%,1%,-0.3,+7.0,32,17,55,8,46,11,275,18,13
2018-19,25,WAS,NBA,SF,41,1191,,6%,58%,36%,,-0.6,+3.3,22,10,42,2,31,8,188,12,10
2018-19,25,CHI,NBA,SF,15,492,,,62%,36%,2%,+0.6,+10.5,10,7,13,6,15,3,87,6,3
2019-20,26,CHI,NBA,SF,14,331,,,90%,10%,,+3.2,+7.3,8,2,18,0,14,2,58,6,5
Career,,,NBA,,413,11078,,4%,73%,22%,,+2.0,+5.0,161,83,371,41,259,43,1404,83,99
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,WAS,NBA,,384,10255,,5%,73%,22%,,+2.0,+4.4,143,74,340,35,230,38,1259,71,91
2 seasons,,CHI,NBA,,29,823,,,73%,25%,1%,+1.6,+9.2,18,9,31,6,29,5,145,12,8
