,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1987-88,28,HOU,NBA,,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,2,4.0
1990-91,31,TOT,NBA,,1,1,0,0,1,1,0,1,1,0,1,2,0,0,1,1,2,2.0
1990-91,31,MIL,NBA,,1,1,0,0,1,1,0,1,1,0,1,2,0,0,1,1,2,2.0
1992-93,33,LAC,NBA,,4,5,1,1,4,5,2,2,1,2,3,4,1,1,0,3,10,11.0
1993-94,34,IND,NBA,,1,2,0,0,1,2,2,2,1,3,4,0,1,0,0,1,4,4.2
Career,,,,,4,5,1,1,4,5,2,2,1,3,4,4,1,1,1,3,10,11.0
1 Season,,IND,NBA,,1,2,0,0,1,2,2,2,1,3,4,0,1,0,0,1,4,4.2
1 Season,,LAC,NBA,,4,5,1,1,4,5,2,2,1,2,3,4,1,1,0,3,10,11.0
1 Season,,HOU,NBA,,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,2,4.0
1 Season,,MIL,NBA,,1,1,0,0,1,1,0,1,1,0,1,2,0,0,1,1,2,2.0
