Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1982-83,23,GSW,NBA,PG,75,1416,14,0.523,0.013,0.373,5.1,12,8.4,21.9,3.8,0.3,21.9,12.5,NA,1.2,1.5,2.7,0.092,NA,-0.7,2.2,1.5,1.3
1983-84,24,GSW,NBA,SG,82,2573,15.1,0.537,0.008,0.355,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,NA,3.6,2.3,5.9,0.11,NA,0.4,1.2,1.6,2.3
1984-85,25,GSW,NBA,PG,79,2258,13.1,0.508,0.037,0.352,4,8.6,6.1,21.2,3.3,0.3,18,13.3,NA,1.5,1.3,2.8,0.06,NA,-0.7,1,0.3,1.3
1985-86,26,GSW,NBA,PG,36,413,12.8,0.451,0.051,0.397,6.3,10.1,8.1,13,2.7,0.1,8.6,16.6,NA,0.3,0.2,0.5,0.061,NA,-1.4,-0.1,-1.5,0
1987-88,28,HOU,NBA,PG,52,399,13.6,0.524,0.065,0.38,5.3,4.7,5,19.6,4.5,0.1,20.7,16,NA,0.1,0.6,0.7,0.09,NA,-1.5,3.1,1.6,0.4
1988-89,29,NJN,NBA,PG,82,2532,17.2,0.531,0.055,0.398,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,NA,3.6,2.6,6.2,0.118,NA,1,1.3,2.3,2.7
1989-90,30,NJN,NBA,PG,82,2355,12.8,0.486,0.023,0.373,3.8,8.4,6,23.3,3.5,0.2,17.1,13.7,NA,1.1,2.6,3.7,0.075,NA,-2.2,1.7,-0.5,0.9
1990-91,31,TOT,NBA,PG,74,1008,13.3,0.523,0.024,0.454,2.3,10.4,6.2,21.9,4.2,0.1,18.9,12.6,NA,0.7,1.4,2.1,0.102,NA,-2,3,1,0.8
1990-91,31,NJN,NBA,PG,35,489,13,0.56,0.018,0.378,2.3,10.3,6.1,16.6,3.7,0.1,17.3,12.9,NA,0.4,0.6,1,0.103,NA,-2.4,3.2,0.8,0.4
1990-91,31,MIL,NBA,PG,39,519,13.5,0.484,0.031,0.542,2.3,10.5,6.3,26.9,4.6,0.1,20.7,12.4,NA,0.3,0.8,1.1,0.101,NA,-1.7,2.9,1.2,0.4
1991-92,32,MIL,NBA,PG,81,1420,13.3,0.496,0.029,0.481,4.9,10.1,7.4,27.1,3.4,0.4,21.4,10.9,NA,1.4,1.3,2.7,0.091,NA,-0.5,1.8,1.3,1.2
1992-93,33,LAC,NBA,PG,31,422,11.3,0.526,0,0.306,4.1,8.8,6.4,18.6,3.9,0.6,23,8.9,NA,0.3,0.6,0.8,0.096,NA,-2.1,3.4,1.3,0.3
1993-94,34,IND,NBA,PG,11,169,12,0.381,0.079,0.158,7.1,9.2,8.2,25.5,4.3,0.4,18.1,12.9,NA,0,0.3,0.3,0.075,NA,-2.3,2.7,0.3,0.1
1994-95,35,LAL,NBA,SG,2,5,18,1.136,NA,NA,0,0,0,0,10.1,0,0,7.6,NA,0,0,0,0.44,NA,-8,12.1,4.1,0
Career,NA,,NBA,,687,14970,14.1,0.513,0.03,0.381,4.4,9.5,6.8,23.9,3.5,0.3,17.8,13.8,NA,13.9,14.7,28.6,0.092,NA,-0.6,1.6,1,11.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,GSW,NBA,,272,6660,14,0.518,0.022,0.36,4.8,9.2,6.9,20.7,3.2,0.3,16.6,14,NA,6.6,5.3,12,0.086,NA,-0.3,1.3,0.9,4.9
3 seasons,NA,NJN,NBA,,199,5376,14.9,0.514,0.038,0.386,3.9,10.1,6.8,27.3,3.5,0.2,17.9,14.6,NA,5.1,5.8,11,0.098,NA,-0.7,1.7,0.9,4
2 seasons,NA,MIL,NBA,,120,1939,13.4,0.492,0.03,0.499,4.2,10.2,7.1,27.1,3.8,0.4,21.2,11.3,NA,1.7,2,3.8,0.094,NA,-0.8,2.1,1.3,1.6
1 season,NA,HOU,NBA,,52,399,13.6,0.524,0.065,0.38,5.3,4.7,5,19.6,4.5,0.1,20.7,16,NA,0.1,0.6,0.7,0.09,NA,-1.5,3.1,1.6,0.4
1 season,NA,LAC,NBA,,31,422,11.3,0.526,0,0.306,4.1,8.8,6.4,18.6,3.9,0.6,23,8.9,NA,0.3,0.6,0.8,0.096,NA,-2.1,3.4,1.3,0.3
1 season,NA,IND,NBA,,11,169,12,0.381,0.079,0.158,7.1,9.2,8.2,25.5,4.3,0.4,18.1,12.9,NA,0,0.3,0.3,0.075,NA,-2.3,2.7,0.3,0.1
1 season,NA,LAL,NBA,,2,5,18,1.136,NA,NA,0,0,0,0,10.1,0,0,7.6,NA,0,0,0,0.44,NA,-8,12.1,4.1,0
