Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23,KCO,NBA,PF,54,NA,9.6,2,4.1,0.482,1.8,2.6,0.707,1.1,1.6,2.7,0.4,0.6,0.1,NA,1.4,5.8
1974-75,24,KCO,NBA,PF,80,NA,21.9,3.7,8.1,0.459,2.4,3,0.784,1.9,4.4,6.2,0.9,0.9,0.3,NA,2.9,9.8
1975-76,25,KCK,NBA,PF,82,NA,19.7,3.6,7.4,0.484,2.5,3.3,0.758,1.9,4.3,6.2,0.9,0.6,0.4,NA,3,9.7
1976-77,26,TOT,NBA,PF,24,NA,9.6,2,4.7,0.42,2.2,2.5,0.852,1.2,2,3.1,0.3,0.4,0.1,NA,1.3,6.1
1976-77,26,NYN,NBA,PF,8,NA,11.6,2.3,6.4,0.353,3,3.8,0.8,1.3,2,3.3,0.4,0.5,0.1,NA,1.6,7.5
1976-77,26,GSW,NBA,PF,16,NA,8.6,1.8,3.8,0.475,1.8,1.9,0.903,1.1,1.9,3.1,0.2,0.4,0.1,NA,1.2,5.4
1977-78,27,TOT,NBA,PF,46,NA,20.4,3.5,7.7,0.455,3.2,3.8,0.829,1.7,2.7,4.4,1,0.4,0.2,1.5,2.5,10.2
1977-78,27,GSW,NBA,PF,9,NA,7.4,0.7,2,0.333,1.7,2.1,0.789,0.2,1.3,1.6,0.2,0,0.1,0.8,1.6,3
1977-78,27,BUF,NBA,PF,37,NA,23.6,4.2,9.1,0.462,3.5,4.2,0.833,2.1,3,5.1,1.2,0.5,0.3,1.6,2.7,11.9
1978-79,28,DET,NBA,PF,11,NA,4.2,0.8,1.8,0.45,1,1.1,0.917,0.3,0.6,0.9,0.3,0,0,0.4,0.6,2.6
Career,NA,,NBA,,297,NA,17.2,3.1,6.6,0.466,2.4,3,0.779,1.6,3.2,4.8,0.8,0.6,0.3,1.2,2.4,8.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"KCO,KCK",NBA,,216,NA,18,3.2,6.8,0.473,2.3,3,0.757,1.7,3.6,5.3,0.8,0.7,0.3,NA,2.5,8.7
1 season,NA,BUF,NBA,,37,NA,23.6,4.2,9.1,0.462,3.5,4.2,0.833,2.1,3,5.1,1.2,0.5,0.3,1.6,2.7,11.9
2 seasons,NA,GSW,NBA,,25,NA,8.2,1.4,3.2,0.443,1.7,2,0.86,0.8,1.7,2.5,0.2,0.2,0.1,0.8,1.3,4.5
1 season,NA,DET,NBA,,11,NA,4.2,0.8,1.8,0.45,1,1.1,0.917,0.3,0.6,0.9,0.3,0,0,0.4,0.6,2.6
1 season,NA,NYN,NBA,,8,NA,11.6,2.3,6.4,0.353,3,3.8,0.8,1.3,2,3.3,0.4,0.5,0.1,NA,1.6,7.5
