Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23,KCO,NBA,PF,54,NA,516,106,220,0.482,99,140,0.707,60,86,146,24,35,6,NA,76,311
1974-75,24,KCO,NBA,PF,80,NA,1749,296,645,0.459,189,241,0.784,149,348,497,73,69,27,NA,229,781
1975-76,25,KCK,NBA,PF,82,NA,1613,295,610,0.484,207,273,0.758,157,353,510,72,51,32,NA,244,797
1976-77,26,TOT,NBA,PF,24,NA,230,47,112,0.42,52,61,0.852,28,47,75,6,10,2,NA,32,146
1976-77,26,NYN,NBA,PF,8,NA,93,18,51,0.353,24,30,0.8,10,16,26,3,4,1,NA,13,60
1976-77,26,GSW,NBA,PF,16,NA,137,29,61,0.475,28,31,0.903,18,31,49,3,6,1,NA,19,86
1977-78,27,TOT,NBA,PF,46,NA,940,162,356,0.455,145,175,0.829,80,122,202,47,18,11,67,114,469
1977-78,27,GSW,NBA,PF,9,NA,67,6,18,0.333,15,19,0.789,2,12,14,2,0,1,7,14,27
1977-78,27,BUF,NBA,PF,37,NA,873,156,338,0.462,130,156,0.833,78,110,188,45,18,10,60,100,442
1978-79,28,DET,NBA,PF,11,NA,46,9,20,0.45,11,12,0.917,3,7,10,3,0,0,4,7,29
Career,NA,,NBA,,297,NA,5094,915,1963,0.466,703,902,0.779,477,963,1440,225,183,78,71,702,2533
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"KCO,KCK",NBA,,216,NA,3878,697,1475,0.473,495,654,0.757,366,787,1153,169,155,65,NA,549,1889
1 season,NA,BUF,NBA,,37,NA,873,156,338,0.462,130,156,0.833,78,110,188,45,18,10,60,100,442
2 seasons,NA,GSW,NBA,,25,NA,204,35,79,0.443,43,50,0.86,20,43,63,5,6,2,7,33,113
1 season,NA,DET,NBA,,11,NA,46,9,20,0.45,11,12,0.917,3,7,10,3,0,0,4,7,29
1 season,NA,NYN,NBA,,8,NA,93,18,51,0.353,24,30,0.8,10,16,26,3,4,1,NA,13,60
