Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23,KCO,NBA,PF,54,NA,516,7.4,15.3,0.482,6.9,9.8,0.707,4.2,6,10.2,1.7,2.4,0.4,NA,5.3,21.7
1974-75,24,KCO,NBA,PF,80,NA,1749,6.1,13.3,0.459,3.9,5,0.784,3.1,7.2,10.2,1.5,1.4,0.6,NA,4.7,16.1
1975-76,25,KCK,NBA,PF,82,NA,1613,6.6,13.6,0.484,4.6,6.1,0.758,3.5,7.9,11.4,1.6,1.1,0.7,NA,5.4,17.8
1976-77,26,TOT,NBA,PF,24,NA,230,7.4,17.5,0.42,8.1,9.5,0.852,4.4,7.4,11.7,0.9,1.6,0.3,NA,5,22.9
1976-77,26,NYN,NBA,PF,8,NA,93,7,19.7,0.353,9.3,11.6,0.8,3.9,6.2,10.1,1.2,1.5,0.4,NA,5,23.2
1976-77,26,GSW,NBA,PF,16,NA,137,7.6,16,0.475,7.4,8.1,0.903,4.7,8.1,12.9,0.8,1.6,0.3,NA,5,22.6
1977-78,27,TOT,NBA,PF,46,NA,940,6.2,13.6,0.455,5.6,6.7,0.829,3.1,4.7,7.7,1.8,0.7,0.4,2.6,4.4,18
1977-78,27,GSW,NBA,PF,9,NA,67,3.2,9.7,0.333,8.1,10.2,0.789,1.1,6.4,7.5,1.1,0,0.5,3.8,7.5,14.5
1977-78,27,BUF,NBA,PF,37,NA,873,6.4,13.9,0.462,5.4,6.4,0.833,3.2,4.5,7.8,1.9,0.7,0.4,2.5,4.1,18.2
1978-79,28,DET,NBA,PF,11,NA,46,7,15.7,0.45,8.6,9.4,0.917,2.3,5.5,7.8,2.3,0,0,3.1,5.5,22.7
Career,NA,,NBA,,297,NA,5094,6.5,13.9,0.466,5,6.4,0.779,3.4,6.8,10.2,1.6,1.3,0.6,2.6,5,17.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"KCO,KCK",NBA,,216,NA,3878,6.5,13.7,0.473,4.6,6.1,0.757,3.4,7.3,10.7,1.6,1.4,0.6,NA,5.1,17.5
1 season,NA,BUF,NBA,,37,NA,873,6.4,13.9,0.462,5.4,6.4,0.833,3.2,4.5,7.8,1.9,0.7,0.4,2.5,4.1,18.2
2 seasons,NA,GSW,NBA,,25,NA,204,6.2,13.9,0.443,7.6,8.8,0.86,3.5,7.6,11.1,0.9,1.1,0.4,3.8,5.8,19.9
1 season,NA,DET,NBA,,11,NA,46,7,15.7,0.45,8.6,9.4,0.917,2.3,5.5,7.8,2.3,0,0,3.1,5.5,22.7
1 season,NA,NYN,NBA,,8,NA,93,7,19.7,0.353,9.3,11.6,0.8,3.9,6.2,10.1,1.2,1.5,0.4,NA,5,23.2
