,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,24,KCO,NBA,,12,12,10,10,3,6,7,1,,2,,6,28,
1976-77,26,TOT,NBA,,4,5,2,4,,,1,0,,,,2,10,
1976-77,26,GSW,NBA,,4,5,2,4,,,1,0,,,,2,10,
Career,,,,,12,12,10,10,,,7,1,,,,6,28,
1 Season,,GSW,NBA,,4,5,2,4,,,1,0,,,,2,10,
1 Season,,KCO,NBA,,12,12,10,10,3,6,7,1,,2,,6,28,
