,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,20,NOH,NBA,SF,57,640,.533,9.1,.858,.497,.077,.071,.213,.142,.552,.702,.231,.417,.361,.417,.775,.207,32,1.000,.375,.667,0,0
2008-09,21,NOH,NBA,SF,54,772,.466,9.1,.910,.415,.115,.171,.209,.090,.502,.588,.481,.375,.449,.095,.570,.158,34,1.000,.333,.143,0,0
2009-10,22,NOH,NBA,SF,68,871,.500,6.9,.974,.526,.134,.116,.198,.026,.504,.680,.387,.259,.261,.333,.623,.138,29,1.000,.167,1.000,0,0
2010-11,23,TOR,NBA,SF,52,766,.513,7.5,.938,.544,.163,.075,.156,.063,.533,.667,.385,.500,.240,.200,.700,.131,19,1.000,.600,.333,0,0
Career,,,NBA,,231,3049,.499,8.1,.923,.491,.122,.114,.196,.077,.519,.659,.392,.363,.340,.262,.656,.157,114,1.000,.377,.435,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NOH,NBA,,179,2283,.496,8.3,.920,.477,.112,.124,.206,.080,.515,.657,.394,.342,.359,.275,.645,.164,95,1.000,.333,.471,0,0
1 season,,TOR,NBA,,52,766,.513,7.5,.938,.544,.163,.075,.156,.063,.533,.667,.385,.500,.240,.200,.700,.131,19,1.000,.600,.333,0,0
