,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,29,TOT,BAA,,9,,3,,,,,20
1946-47,29,PIT,BAA,,9,,3,,,,,20
1946-47,29,BOS,BAA,,2,,2,,,,,4
1946-47,29,DTF,BAA,,3,,1,,,,,6
Career,,,,,9,,3,,,,,20
1 Season,,DTF,BAA,,3,,1,,,,,6
1 Season,,PIT,BAA,,9,,3,,,,,20
1 Season,,BOS,BAA,,2,,2,,,,,4
