Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Stan Pietkiewicz,,1,0.6,0,NA
Sundiata Gaines,95.5,1,0.5,-0.1,NA
Tarence Kinsey,89.4,0.9,0.6,0,NA
Tony Bennett,86.2,0.9,0.7,0,NA
Eddie Hughes,83.2,1,0.4,0,NA
Bryan Warrick,82.8,1,0.5,0.1,0
Phil Rollins,77.7,1.1,0.7,0.1,NA
Kris Dunn,77.4,0.9,0.6,0.1,NA
LaBradford Smith,76.1,0.8,0.8,-0.1,NA
Nate Hawthorne,75.0,1.1,0.5,0.1,NA
Tate George,73.9,1.1,0.4,0,-0.1
