Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Andrew Anderson,,2.3,1.7,-0.5
Freddie Crawford,87.7,2.2,1.6,-0.2
Frank Kudelka,84.3,2.4,1.7,NA
Kirk Snyder,83.2,2.2,1.4,-0.2
Harold Miner,81.3,2.7,2,-0.4
Rumeal Robinson,80.2,2.4,1.9,-0.1
Jim Cleamons,79.6,2.6,1.7,0.1
Bobby Jackson,78.5,2.2,1.2,-0.6
Geoff Huston,77.3,3,1.7,-0.3
Tony Snell,76.2,2.4,1.6,0.4
Kenny Rollins,75.8,2.6,1.5,0.1
