Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1979-80,25,POR,NBA,SF,77,NA,1286,8.1,15.8,0.51,0,0.2,0,8.1,15.6,0.515,4.5,5.7,0.789,3.2,4.4,7.6,2.7,1.1,1.1,3.3,4.3,20.6
1980-81,26,DAL,NBA,SF,66,NA,1108,6.1,14.3,0.425,0,0,0,6.1,14.3,0.426,5.8,7.1,0.814,2.7,4.8,7.5,2.1,1.4,1,2.8,4,18
Career,NA,,NBA,,143,NA,2394,7.1,15.1,0.473,0,0.1,0,7.1,15,0.476,5.1,6.4,0.802,3,4.6,7.5,2.4,1.3,1.1,3.1,4.2,19.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,POR,NBA,,77,NA,1286,8.1,15.8,0.51,0,0.2,0,8.1,15.6,0.515,4.5,5.7,0.789,3.2,4.4,7.6,2.7,1.1,1.1,3.3,4.3,20.6
1 season,NA,DAL,NBA,,66,NA,1108,6.1,14.3,0.425,0,0,0,6.1,14.3,0.426,5.8,7.1,0.814,2.7,4.8,7.5,2.1,1.4,1,2.8,4,18
