,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2010-11,19,STANFORD,31,756,88,187,7,25,69,101,43,160,30,24,28,44,93,252,.471,.280,.683,24.4,8.1,5.2,1.0
2011-12,20,STANFORD,35,614,73,161,1,17,55,78,40,161,26,28,21,52,80,202,.453,.059,.705,17.5,5.8,4.6,0.7
2012-13,21,STANFORD,34,1032,179,383,15,33,133,167,72,285,72,26,39,83,104,506,.467,.455,.796,30.4,14.9,8.4,2.1
2013-14,22,STANFORD,36,1167,175,379,10,39,145,211,70,247,112,47,30,104,113,505,.462,.256,.687,32.4,14.0,6.9,3.1
Career,,,136,3569,515,1110,33,114,402,557,225,853,240,125,118,283,390,1465,.464,.289,.722,26.2,10.8,6.3,1.8
