,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,23,TOT,NBA,PF,29,236,,,2%,59%,39%,-2.2,-3.9,3,5,20,1,15,2,23,1,7
2014-15,23,BOS,NBA,PF,5,9,,,57%,43%,,-33.3,-33.4,0,2,1,0,0,0,0,0,0
2014-15,23,DAL,NBA,PF,24,227,,,,59%,41%,-0.8,-4.0,3,3,19,1,15,2,23,1,7
2015-16,24,DAL,NBA,PF,69,992,,,,70%,29%,-1.9,-2.3,12,15,46,9,59,9,108,15,20
2016-17,25,DAL,NBA,C,77,1333,,,,15%,86%,-6.6,-5.2,14,10,65,5,60,6,125,12,25
2017-18,26,DAL,NBA,C,79,1672,,,,63%,36%,+0.4,+6.7,26,15,85,9,79,10,225,23,26
2018-19,27,DAL,NBA,C,77,1662,,,,3%,97%,+0.2,+3.4,26,9,87,20,122,13,271,38,27
2019-20,28,DAL,NBA,C,40,1061,,,,30%,70%,+8.4,+3.6,12,6,53,10,51,12,144,13,13
Career,,,NBA,,371,6956,,,,35%,64%,-0.2,+1.5,93,60,356,54,386,52,896,102,118
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,DAL,NBA,,366,6947,,,,35%,65%,-0.2,+1.5,93,58,355,54,386,52,896,102,118
1 season,,BOS,NBA,,5,9,,,57%,43%,,-33.3,-33.4,0,2,1,0,0,0,0,0,0
