,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,23,DAL,NBA,SF,67,1589,,43%,56%,1%,,+7.8,+4.9,32,23,85,5,62,0,214,12,38
2004-05,24,DAL,NBA,SF,76,2446,,2%,84%,14%,,+9.0,+7.4,56,27,100,18,105,0,243,29,44
2005-06,25,DAL,NBA,SF,59,1915,,4%,92%,5%,,+8.7,+4.2,29,24,85,15,127,18,251,33,51
2006-07,26,DAL,NBA,SF,70,2455,,13%,81%,7%,,+10.3,+5.8,44,43,97,15,142,35,286,39,26
2007-08,27,DAL,NBA,SF,76,2757,,10%,85%,5%,,+7.6,+8.2,50,30,101,19,183,19,378,46,45
2008-09,28,DAL,NBA,SF,52,1663,,6%,94%,1%,,+6.5,+7.0,30,34,67,13,104,9,197,20,25
2009-10,29,TOT,NBA,SF,35,918,,12%,88%,,,0.0,+1.5,18,12,58,11,60,8,111,9,13
2009-10,29,DAL,NBA,SF,31,827,,12%,88%,,,-2.3,-6.5,17,11,51,10,51,6,101,7,12
2009-10,29,WAS,NBA,SF,4,91,,5%,96%,,,+21.5,+27.6,1,1,7,1,9,2,10,2,1
2010-11,30,WAS,NBA,SF,18,409,,19%,81%,,,-10.7,-2.9,10,7,19,1,20,3,51,6,10
2011-12,31,UTA,NBA,SF,43,991,,36%,64%,,,-0.9,-2.1,16,25,47,9,38,2,109,6,16
2012-13,32,MIN,NBA,SF,11,207,,9%,91%,,,-3.7,-1.6,4,5,9,0,5,1,8,0,4
Career,,,NBA,,507,15350,,13%,82%,5%,,+6.7,+5.2,289,230,668,106,846,95,1848,200,272
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,DAL,NBA,,431,13652,,12%,83%,6%,,+7.8,+5.6,258,192,586,95,774,87,1670,186,241
1 season,,UTA,NBA,,43,991,,36%,64%,,,-0.9,-2.1,16,25,47,9,38,2,109,6,16
2 seasons,,WAS,NBA,,22,500,,16%,84%,,,-4.8,+2.7,11,8,26,2,29,5,61,8,11
1 season,,MIN,NBA,,11,207,,9%,91%,,,-3.7,-1.6,4,5,9,0,5,1,8,0,4
