Season,Team,Lg,Salary
2018-19,Miami Heat,NBA,"$47,371"
2018-19,Phoenix Suns,NBA,"$47,371"
2018-19,Denver Nuggets,NBA,"$35,000"
Career,(may be incomplete),,"$129,742"
