Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,22,PHI,NBA,SG,37,0,196,4.6,11.6,0.397,1.7,5.1,0.321,2.9,6.4,0.457,2.4,3.7,0.65,1.5,3.3,4.8,3.5,2,0.6,2,3.1,13.2
1998-99,23,PHI,NBA,SG,2,0,3,12,12,1,0,0,NA,12,12,1,0,0,NA,0,0,0,0,0,0,0,0,24
1999-00,24,ORL,NBA,SG,16,0,185,4.7,11.1,0.421,0.2,2.7,0.071,4.5,8.4,0.535,1.6,2.1,0.727,1,4.3,5.3,1.9,1.6,0.8,2.1,2.5,11.1
2006-07,31,TOR,NBA,SG,73,73,2437,4.8,10.1,0.477,1.7,3.9,0.441,3.1,6.3,0.5,1.9,2.3,0.835,0.9,3.3,4.2,2.3,1.1,0.2,1,2,13.3
2007-08,32,TOR,NBA,SG,82,82,2634,5.4,11.3,0.476,1.8,4.2,0.438,3.6,7.2,0.499,1.4,1.7,0.816,0.7,3.9,4.6,2.5,1.1,0.2,1.2,2.1,14
2008-09,33,TOR,NBA,SG,80,71,2637,4.4,10.3,0.426,1.3,3.3,0.39,3.1,7,0.442,1.7,2,0.834,0.6,3.7,4.3,3.7,1.4,0.2,1.6,2,11.7
2009-10,34,CLE,NBA,SG,81,81,2289,3.2,7.5,0.434,1.7,4.1,0.414,1.5,3.4,0.458,1.2,1.5,0.789,0.5,3.2,3.6,2.5,1,0.3,1.1,2.4,9.4
2010-11,35,CLE,NBA,SF,72,65,2091,3.8,9.5,0.399,1.5,3.9,0.379,2.3,5.6,0.412,1.3,1.6,0.779,0.6,3.2,3.8,3.8,1.2,0.2,1.4,1.9,10.3
2011-12,36,CLE,NBA,SF,51,51,1280,4,9.2,0.433,1.4,3.9,0.362,2.6,5.3,0.484,1,1.6,0.625,0.3,3.6,3.9,3.4,1.1,0.2,1.4,1.8,10.3
Career,NA,,NBA,,494,423,13752,4.3,9.8,0.444,1.6,3.9,0.404,2.8,5.9,0.469,1.5,1.8,0.794,0.6,3.5,4.1,3,1.1,0.2,1.3,2.1,11.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,TOR,NBA,,235,226,7708,4.9,10.6,0.46,1.6,3.8,0.424,3.3,6.8,0.48,1.7,2,0.829,0.7,3.6,4.4,2.8,1.2,0.2,1.3,2,13
3 seasons,NA,CLE,NBA,,204,197,5660,3.6,8.6,0.419,1.6,4,0.39,2.1,4.6,0.444,1.2,1.6,0.748,0.5,3.3,3.7,3.1,1.1,0.2,1.3,2.1,9.9
2 seasons,NA,PHI,NBA,,39,0,199,4.7,11.6,0.406,1.6,5.1,0.321,3.1,6.5,0.472,2.4,3.6,0.65,1.4,3.3,4.7,3.4,2,0.5,2,3.1,13.4
1 season,NA,ORL,NBA,,16,0,185,4.7,11.1,0.421,0.2,2.7,0.071,4.5,8.4,0.535,1.6,2.1,0.727,1,4.3,5.3,1.9,1.6,0.8,2.1,2.5,11.1
