Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,22,TOT,NBA,C,49,945,12.3,0.407,0.29,NA,NA,NA,5.2,NA,NA,NA,NA,NA,-1.1,0.8,-0.3,-0.016,NA,NA,NA,NA,NA
1968-69,22,CIN,NBA,,20,108,8.5,0.412,0.163,NA,NA,NA,5.1,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.038,NA,NA,NA,NA,NA
1968-69,22,MIL,NBA,C,29,837,12.8,0.406,0.305,NA,NA,NA,5.3,NA,NA,NA,NA,NA,-1,0.8,-0.2,-0.013,NA,NA,NA,NA,NA
1969-70,23,MIL,NBA,PF,80,1637,12.4,0.473,0.339,NA,NA,NA,4.5,NA,NA,NA,NA,NA,0,2,2,0.059,NA,NA,NA,NA,NA
1970-71,24,SEA,NBA,C,61,1276,16.1,0.489,0.315,NA,NA,16.8,4.6,NA,NA,NA,NA,NA,1,0.8,1.8,0.067,NA,NA,NA,NA,NA
1971-72,25,SEA,NBA,C,58,1780,15.9,0.472,0.285,NA,NA,17.5,10,NA,NA,NA,NA,NA,0.3,1.6,1.9,0.052,NA,NA,NA,NA,NA
1972-73,26,HOU,NBA,C,48,900,14.5,0.467,0.432,NA,NA,15.8,7.4,NA,NA,NA,NA,NA,0.2,0.8,1,0.051,NA,NA,NA,NA,NA
1973-74,27,HOU,NBA,C,79,2459,15.9,0.516,0.328,11.4,28.6,20.1,8.9,1.5,2.3,NA,NA,NA,3.3,3.2,6.5,0.126,NA,0.9,0.1,1,1.8
1974-75,28,HOU,NBA,C,65,1450,17.1,0.501,0.377,11.8,25.8,18.8,8.2,1.2,2.8,NA,NA,NA,1.9,1.8,3.7,0.124,NA,0.8,-0.5,0.4,0.9
1975-76,29,SEA,NBA,C,27,223,16.4,0.49,0.387,13.5,21.8,17.6,9.7,1.6,3.6,NA,NA,NA,0.2,0.3,0.6,0.119,NA,-0.8,0.5,-0.3,0.2
1976-77,30,BUF,NBA,C,22,195,16.3,0.447,0.581,21.1,25.5,23.3,5,0.7,2.3,NA,NA,NA,0.1,0.2,0.3,0.078,NA,-1.6,-1.8,-3.3,-0.1
1977-78,31,TOT,NBA,PF-C,16,158,11.4,0.449,0.383,12.4,20.9,16.6,8.5,0.9,1,16.6,21.1,NA,0,0.1,0.1,0.033,NA,-3.2,-0.8,-4,-0.1
1977-78,31,BOS,NBA,C,2,24,11.5,0.279,0.231,26,37.3,31.8,16.5,1.9,2.1,17.3,28,NA,-0.1,0.1,0,-0.062,NA,-4.1,-0.2,-4.3,0
1977-78,31,HOU,NBA,PF,14,134,11.4,0.493,0.426,10,17.9,13.8,7,0.7,0.8,16.5,19.9,NA,0.1,0,0.1,0.05,NA,-3,-0.9,-4,-0.1
Career,NA,,NBA,,505,11023,15.1,0.479,0.338,12.1,26.9,18.3,7.3,1.3,2.5,16.6,21.1,NA,5.9,11.6,17.5,0.076,NA,0.6,-0.2,0.4,2.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,HOU,NBA,,206,4943,15.9,0.5,0.369,11.5,27.2,18.7,8.4,1.3,2.4,16.5,19.9,NA,5.5,5.8,11.3,0.11,NA,0.8,-0.2,0.6,2.6
3 seasons,NA,SEA,NBA,,146,3279,16,0.48,0.303,13.5,21.8,17.2,7.9,1.6,3.6,NA,NA,NA,1.5,2.8,4.3,0.063,NA,-0.8,0.5,-0.3,0.2
2 seasons,NA,MIL,NBA,,109,2474,12.6,0.447,0.326,NA,NA,NA,4.7,NA,NA,NA,NA,NA,-1,2.8,1.8,0.035,NA,NA,NA,NA,NA
1 season,NA,BUF,NBA,,22,195,16.3,0.447,0.581,21.1,25.5,23.3,5,0.7,2.3,NA,NA,NA,0.1,0.2,0.3,0.078,NA,-1.6,-1.8,-3.3,-0.1
1 season,NA,CIN,NBA,,20,108,8.5,0.412,0.163,NA,NA,NA,5.1,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.038,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,2,24,11.5,0.279,0.231,26,37.3,31.8,16.5,1.9,2.1,17.3,28,NA,-0.1,0.1,0,-0.062,NA,-4.1,-0.2,-4.3,0
