Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,MIL,NBA,PF,7,NA,11.7,1.6,2.7,0.579,1.1,1.4,0.8,NA,NA,3.7,0.6,NA,NA,NA,0.7,4.3
1974-75,28,HOU,NBA,C,6,NA,11.3,2,5.2,0.387,0.3,0.8,0.4,1.2,1.7,2.8,0.5,0.2,0.5,NA,0.8,4.3
1975-76,29,SEA,NBA,C,5,NA,12,2.8,4,0.7,1.6,2.2,0.727,0.8,3.4,4.2,0.4,0,1,NA,0.4,7.2
Career,NA,,NBA,,18,NA,11.7,2.1,3.9,0.529,1,1.4,0.692,1,2.5,3.6,0.5,0.1,0.7,NA,0.7,5.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,MIL,NBA,,7,NA,11.7,1.6,2.7,0.579,1.1,1.4,0.8,NA,NA,3.7,0.6,NA,NA,NA,0.7,4.3
1 season,NA,HOU,NBA,,6,NA,11.3,2,5.2,0.387,0.3,0.8,0.4,1.2,1.7,2.8,0.5,0.2,0.5,NA,0.8,4.3
1 season,NA,SEA,NBA,,5,NA,12,2.8,4,0.7,1.6,2.2,0.727,0.8,3.4,4.2,0.4,0,1,NA,0.4,7.2
