Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1974-75,28,HOU,NBA,C,6,NA,68,8.3,21.3,0.387,1.4,3.4,0.4,4.8,6.9,11.7,2.1,0.7,2.1,NA,3.4,17.9,NA,NA,105
1975-76,29,SEA,NBA,C,5,NA,60,10.6,15.1,0.7,6,8.3,0.727,3,12.9,15.9,1.5,0,3.8,NA,1.5,27.2,NA,NA,103
Career,NA,,NBA,,11,NA,128,9.4,18.4,0.529,3.6,5.8,0.692,4,9.7,13.7,1.8,0.4,2.9,NA,2.5,22.3,NA,NA,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,HOU,NBA,,6,NA,68,8.3,21.3,0.387,1.4,3.4,0.4,4.8,6.9,11.7,2.1,0.7,2.1,NA,3.4,17.9,NA,NA,105
1 season,NA,SEA,NBA,,5,NA,60,10.6,15.1,0.7,6,8.3,0.727,3,12.9,15.9,1.5,0,3.8,NA,1.5,27.2,NA,NA,103
1 season,NA,MIL,NBA,,0,NA,0,NA,NA,0.579,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
