Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,TOT,NBA,C,49,NA,945,5.5,14.9,0.369,2.7,4.3,0.619,NA,NA,15.6,1.4,NA,NA,NA,4.4,13.6
1968-69,22,CIN,NBA,,20,NA,108,6,14.3,0.419,0.7,2.3,0.286,NA,NA,10.3,1.3,NA,NA,NA,5.7,12.7
1968-69,22,MIL,NBA,C,29,NA,837,5.4,14.9,0.363,2.9,4.6,0.642,NA,NA,16.3,1.4,NA,NA,NA,4.2,13.8
1969-70,23,MIL,NBA,PF,80,NA,1637,5.2,12,0.434,2.6,4.1,0.643,NA,NA,13.3,1.4,NA,NA,NA,3.7,13
1970-71,24,SEA,NBA,C,61,NA,1276,7.4,16.8,0.441,3.9,5.3,0.739,NA,NA,13.2,1.2,NA,NA,NA,3.3,18.8
1971-72,25,SEA,NBA,C,58,NA,1780,6.5,15.2,0.429,3.1,4.3,0.72,NA,NA,13.2,2.5,NA,NA,NA,3.6,16.1
1972-73,26,HOU,NBA,C,48,NA,900,6,15,0.397,4.8,6.5,0.735,NA,NA,12.2,2.1,NA,NA,NA,4.3,16.7
1973-74,27,HOU,NBA,C,79,NA,2459,4.9,10.7,0.459,2.8,3.5,0.804,3.8,9.7,13.5,2.4,1.2,1.5,NA,3.3,12.7
1974-75,28,HOU,NBA,C,65,NA,1450,5.8,13.4,0.437,3.9,5,0.783,3.8,8.3,12.1,2.1,0.9,1.8,NA,3.2,15.6
1975-76,29,SEA,NBA,C,27,NA,223,5.7,12.1,0.467,2.6,4.7,0.552,4.8,7.4,12.3,2.6,1.3,2.4,NA,4.7,13.9
1976-77,30,BUF,NBA,C,22,NA,195,4.6,13.7,0.338,6.1,7.9,0.767,7.6,9,16.6,1.3,0.6,1.7,NA,3.9,15.3
1977-78,31,TOT,NBA,PF-C,16,NA,158,5.2,13.7,0.383,3.9,5.2,0.739,4.3,7.1,11.4,2.3,0.7,0.7,3.2,6.6,14.4
1977-78,31,BOS,NBA,C,2,NA,24,4.5,19.5,0.231,3,4.5,0.667,9,13.5,22.5,4.5,1.5,1.5,4.5,6,12
1977-78,31,HOU,NBA,PF,14,NA,134,5.4,12.6,0.426,4,5.4,0.75,3.5,5.9,9.4,1.9,0.5,0.5,3,6.7,14.8
Career,NA,,NBA,,505,NA,11023,5.8,13.5,0.428,3.3,4.6,0.728,4,9,13.3,2,1.1,1.6,3.2,3.7,14.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,HOU,NBA,,206,NA,4943,5.4,12.3,0.437,3.5,4.6,0.778,3.8,9.1,12.7,2.3,1.1,1.6,3,3.6,14.3
3 seasons,NA,SEA,NBA,,146,NA,3279,6.8,15.6,0.436,3.4,4.7,0.717,4.8,7.4,13.2,2,1.3,2.4,NA,3.6,17
2 seasons,NA,MIL,NBA,,109,NA,2474,5.3,13,0.406,2.7,4.2,0.643,NA,NA,14.3,1.4,NA,NA,NA,3.9,13.3
1 season,NA,BUF,NBA,,22,NA,195,4.6,13.7,0.338,6.1,7.9,0.767,7.6,9,16.6,1.3,0.6,1.7,NA,3.9,15.3
1 season,NA,CIN,NBA,,20,NA,108,6,14.3,0.419,0.7,2.3,0.286,NA,NA,10.3,1.3,NA,NA,NA,5.7,12.7
1 season,NA,BOS,NBA,,2,NA,24,4.5,19.5,0.231,3,4.5,0.667,9,13.5,22.5,4.5,1.5,1.5,4.5,6,12
