Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,TOT,NBA,C,49,NA,19.3,2.9,8,0.369,1.4,2.3,0.619,NA,NA,8.3,0.8,NA,NA,NA,2.3,7.3
1968-69,22,CIN,NBA,,20,NA,5.4,0.9,2.2,0.419,0.1,0.4,0.286,NA,NA,1.6,0.2,NA,NA,NA,0.9,1.9
1968-69,22,MIL,NBA,C,29,NA,28.9,4.3,12,0.363,2.3,3.7,0.642,NA,NA,13,1.1,NA,NA,NA,3.4,11
1969-70,23,MIL,NBA,PF,80,NA,20.5,3,6.8,0.434,1.5,2.3,0.643,NA,NA,7.5,0.8,NA,NA,NA,2.1,7.4
1970-71,24,SEA,NBA,C,61,NA,20.9,4.3,9.8,0.441,2.3,3.1,0.739,NA,NA,7.7,0.7,NA,NA,NA,1.9,10.9
1971-72,25,SEA,NBA,C,58,NA,30.7,5.6,12.9,0.429,2.7,3.7,0.72,NA,NA,11.3,2.1,NA,NA,NA,3.1,13.8
1972-73,26,HOU,NBA,C,48,NA,18.8,3.1,7.8,0.397,2.5,3.4,0.735,NA,NA,6.3,1.1,NA,NA,NA,2.3,8.7
1973-74,27,HOU,NBA,C,79,NA,31.1,4.3,9.3,0.459,2.4,3,0.804,3.3,8.4,11.7,2.1,1,1.3,NA,2.9,10.9
1974-75,28,HOU,NBA,C,65,NA,22.3,3.6,8.3,0.437,2.4,3.1,0.783,2.4,5.1,7.5,1.3,0.6,1.1,NA,2,9.7
1975-76,29,SEA,NBA,C,27,NA,8.3,1.3,2.8,0.467,0.6,1.1,0.552,1.1,1.7,2.8,0.6,0.3,0.6,NA,1.1,3.2
1976-77,30,BUF,NBA,C,22,NA,8.9,1.1,3.4,0.338,1.5,2,0.767,1.9,2.2,4.1,0.3,0.1,0.4,NA,1,3.8
1977-78,31,TOT,NBA,PF-C,16,NA,9.9,1.4,3.8,0.383,1.1,1.4,0.739,1.2,1.9,3.1,0.6,0.2,0.2,0.9,1.8,3.9
1977-78,31,BOS,NBA,C,2,NA,12,1.5,6.5,0.231,1,1.5,0.667,3,4.5,7.5,1.5,0.5,0.5,1.5,2,4
1977-78,31,HOU,NBA,PF,14,NA,9.6,1.4,3.4,0.426,1.1,1.4,0.75,0.9,1.6,2.5,0.5,0.1,0.1,0.8,1.8,3.9
Career,NA,,NBA,,505,NA,21.8,3.5,8.2,0.428,2,2.8,0.728,2.4,5.4,8,1.2,0.6,1,0.9,2.2,9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,HOU,NBA,,206,NA,24,3.6,8.2,0.437,2.4,3,0.778,2.7,6.5,8.5,1.5,0.8,1.1,0.8,2.4,9.5
3 seasons,NA,SEA,NBA,,146,NA,22.5,4.2,9.7,0.436,2.1,3,0.717,1.1,1.7,8.2,1.2,0.3,0.6,NA,2.2,10.6
2 seasons,NA,MIL,NBA,,109,NA,22.7,3.3,8.2,0.406,1.7,2.7,0.643,NA,NA,9,0.9,NA,NA,NA,2.4,8.4
1 season,NA,BUF,NBA,,22,NA,8.9,1.1,3.4,0.338,1.5,2,0.767,1.9,2.2,4.1,0.3,0.1,0.4,NA,1,3.8
1 season,NA,CIN,NBA,,20,NA,5.4,0.9,2.2,0.419,0.1,0.4,0.286,NA,NA,1.6,0.2,NA,NA,NA,0.9,1.9
1 season,NA,BOS,NBA,,2,NA,12,1.5,6.5,0.231,1,1.5,0.667,3,4.5,7.5,1.5,0.5,0.5,1.5,2,4
