Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,23,LAL,NBA,SF,3,0,5,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,0
1999-00,24,SEA,NBA,SF,5,0,84,14,26,0.538,0,2,0,14,24,0.583,0.538,13,15,0.867,9,6,15,2,3,2,8,6,41
2001-02,26,POR,NBA,SF,3,0,65,5,15,0.333,0,1,0,5,14,0.357,0.333,6,8,0.75,2,5,7,1,3,1,3,7,16
2002-03,27,POR,NBA,SF,7,0,155,25,52,0.481,0,4,0,25,48,0.521,0.481,20,29,0.69,14,12,26,11,4,1,10,10,70
2005-06,30,DEN,NBA,SG,4,1,58,9,17,0.529,0,0,NA,9,17,0.529,0.529,2,5,0.4,5,1,6,3,1,0,3,6,20
Career,NA,,NBA,,22,1,367,53,111,0.477,0,7,0,53,104,0.51,0.477,41,57,0.719,30,24,54,17,11,4,25,29,147
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,POR,NBA,,10,0,220,30,67,0.448,0,5,0,30,62,0.484,0.448,26,37,0.703,16,17,33,12,7,2,13,17,86
1 season,NA,SEA,NBA,,5,0,84,14,26,0.538,0,2,0,14,24,0.583,0.538,13,15,0.867,9,6,15,2,3,2,8,6,41
1 season,NA,DEN,NBA,,4,1,58,9,17,0.529,0,0,NA,9,17,0.529,0.529,2,5,0.4,5,1,6,3,1,0,3,6,20
1 season,NA,LAL,NBA,,3,0,5,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,0
