,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,SEA,NBA,SF,76,2059,,17%,79%,4%,,+3.3,+7.0,50,55,59,19,167,0,370,44,91
2001-02,26,POR,NBA,SF,75,1765,,16%,72%,12%,,+2.9,-1.2,48,31,44,16,138,0,238,39,76
2002-03,27,POR,NBA,SF,78,1655,,27%,64%,9%,,+4.2,+2.1,46,34,51,21,107,0,220,25,49
2003-04,28,POR,NBA,SF,73,1651,,21%,77%,2%,,-1.1,+0.8,37,42,45,17,91,0,311,19,40
2004-05,29,POR,NBA,SF,70,1957,,20%,75%,4%,,-2.1,+5.1,61,49,46,19,124,0,313,22,62
2005-06,30,TOT,NBA,SF-SG,71,1792,,37%,60%,4%,,-5.2,0.0,44,46,42,33,153,10,276,33,82
2005-06,30,POR,NBA,SF,45,1056,,16%,80%,4%,,-5.9,+7.0,22,26,23,14,97,8,132,23,50
2005-06,30,DEN,NBA,SG,26,736,,67%,31%,3%,,-4.1,-5.4,22,20,19,19,56,2,144,10,32
2006-07,31,MIL,NBA,SF,81,2508,,26%,66%,7%,,-2.9,+4.9,73,55,75,35,185,5,520,54,97
2007-08,32,LAC,NBA,SF,20,327,,26%,67%,7%,,-3.0,+5.8,11,7,19,6,18,1,36,3,15
Career,,,NBA,,544,13714,,24%,70%,6%,,-0.3,+3.0,370,319,381,166,983,16,2284,239,512
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,POR,NBA,,341,8084,,20%,73%,6%,,0.0,+2.5,214,182,209,87,557,8,1214,128,277
1 season,,MIL,NBA,,81,2508,,26%,66%,7%,,-2.9,+4.9,73,55,75,35,185,5,520,54,97
1 season,,SEA,NBA,,76,2059,,17%,79%,4%,,+3.3,+7.0,50,55,59,19,167,0,370,44,91
1 season,,DEN,NBA,,26,736,,67%,31%,3%,,-4.1,-5.4,22,20,19,19,56,2,144,10,32
1 season,,LAC,NBA,,20,327,,26%,67%,7%,,-3.0,+5.8,11,7,19,6,18,1,36,3,15
