,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,25,SEA,NBA,SF,76,2059,.494,6.0,.952,.522,.240,.080,.109,.048,.516,.650,.389,.317,.305,.056,.587,.075,56,1.000,.194,.000,3,0
2001-02,26,POR,NBA,SF,75,1765,.515,5.6,.942,.622,.149,.040,.131,.058,.532,.660,.326,.120,.284,.250,.561,.137,80,.889,.139,.200,1,0
2002-03,27,POR,NBA,SF,78,1655,.492,6.1,.961,.601,.145,.062,.153,.039,.506,.626,.333,.313,.278,.150,.661,.114,55,1.000,.150,.333,7,0
2003-04,28,POR,NBA,SF,73,1651,.506,4.5,.970,.671,.132,.063,.104,.030,.517,.638,.231,.360,.195,.167,.556,.144,55,.500,.167,.000,0,0
2004-05,29,POR,NBA,SF,70,1957,.531,4.6,.958,.641,.185,.057,.077,.042,.550,.644,.378,.353,.326,.080,.609,.136,79,1.000,.240,.333,3,0
2005-06,30,TOT,NBA,SF-SG,71,1792,.515,3.7,.980,.668,.219,.043,.050,.020,.524,.634,.309,.259,.219,.077,.531,.107,65,1.000,.000,,5,0
2005-06,30,POR,NBA,SF,45,1056,.496,3.8,.982,.649,.245,.047,.040,.018,.505,.622,.312,.222,.133,.000,.495,.098,34,,.000,,4,0
2005-06,30,DEN,NBA,SG,26,736,.543,3.5,.977,.695,.180,.035,.066,.023,.552,.652,.304,.333,.294,.167,.580,.121,31,1.000,.000,,1,0
2006-07,31,MIL,NBA,SF,81,2508,.548,4.4,.978,.631,.180,.104,.063,.022,.557,.623,.468,.411,.382,.158,.551,.076,64,1.000,.000,,0,0
2007-08,32,LAC,NBA,SF,20,327,.453,3.7,.977,.686,.174,.058,.058,.023,.464,.542,.333,.000,.400,.000,.436,.093,8,,.000,,0,0
Career,,,NBA,,544,13714,.515,5.0,.964,.619,.184,.067,.094,.036,.530,.637,.366,.326,.292,.135,.574,.108,462,.909,.141,.174,19,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,POR,NBA,,341,8084,.510,5.0,.960,.634,.169,.053,.104,.040,.524,.640,.326,.284,.267,.160,.582,.127,303,.875,.160,.250,15,0
1 season,,MIL,NBA,,81,2508,.548,4.4,.978,.631,.180,.104,.063,.022,.557,.623,.468,.411,.382,.158,.551,.076,64,1.000,.000,,0,0
1 season,,SEA,NBA,,76,2059,.494,6.0,.952,.522,.240,.080,.109,.048,.516,.650,.389,.317,.305,.056,.587,.075,56,1.000,.194,.000,3,0
1 season,,DEN,NBA,,26,736,.543,3.5,.977,.695,.180,.035,.066,.023,.552,.652,.304,.333,.294,.167,.580,.121,31,1.000,.000,,1,0
1 season,,LAC,NBA,,20,327,.453,3.7,.977,.686,.174,.058,.058,.023,.464,.542,.333,.000,.400,.000,.436,.093,8,,.000,,0,0
