,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,25,DEN,NBA,SF,63,791,,18%,69%,13%,,-1.2,-7.9,26,11,34,5,43,3,120,12,27
2011-12,26,TOR,NBA,SG,48,713,17%,74%,9%,,,-4.6,-1.2,27,15,25,3,34,4,115,7,23
Career,,,NBA,,111,1504,8%,44%,40%,7%,,-2.8,-4.7,53,26,59,8,77,7,235,19,50
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DEN,NBA,,63,791,,18%,69%,13%,,-1.2,-7.9,26,11,34,5,43,3,120,12,27
1 season,,TOR,NBA,,48,713,17%,74%,9%,,,-4.6,-1.2,27,15,25,3,34,4,115,7,23
