Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,21,CHS,BAA,SG,11,NA,NA,5.5,18.1,0.302,2.6,4,0.659,NA,0.4,2.4,13.5
1947-48,22,CHS,BAA,SG,5,NA,NA,6,17.6,0.341,7.4,9.4,0.787,NA,0,3.4,19.4
1948-49,23,CHS,BAA,SG,2,NA,NA,7.5,24.5,0.306,7,9,0.778,NA,3,1.5,22
1949-50,24,CHS,NBA,SG,2,NA,NA,7.5,16,0.469,7.5,9,0.833,NA,3,3.5,22.5
1950-51,25,NYK,NBA,SG,14,NA,NA,6.3,15.5,0.406,5.3,7.1,0.74,4.1,2.7,3.1,17.9
1951-52,26,NYK,NBA,SG,14,NA,36.1,4.9,13.2,0.373,6.4,7.9,0.809,3.1,1.6,3.6,16.2
1953-54,28,FTW,NBA,SG,4,NA,24.5,2.8,9,0.306,3.3,3.8,0.867,0.8,1.5,1.8,8.8
1954-55,29,FTW,NBA,SG,11,NA,11.7,1.6,4,0.409,1.5,1.8,0.8,1.5,1.6,1.8,4.7
Career,NA,,TOT,,63,NA,25.3,4.9,13.5,0.36,4.6,5.9,0.772,2.8,1.6,2.8,14.3
,NA,,NBA,,45,NA,25.3,4.5,11.4,0.391,4.6,5.8,0.787,2.8,2,2.8,13.5
,NA,,BAA,,18,NA,NA,5.8,18.7,0.313,4.4,6.1,0.734,NA,0.6,2.6,16.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,28,NA,36.1,5.6,14.4,0.391,5.8,7.5,0.776,3.6,2.2,3.4,17
4 seasons,NA,CHS,BAA,,20,NA,NA,6,18.4,0.326,4.8,6.4,0.748,NA,0.8,2.7,16.8
2 seasons,NA,FTW,NBA,,15,NA,15.1,1.9,5.3,0.363,1.9,2.3,0.829,1.3,1.6,1.8,5.8
