Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,21,CHS,BAA,SG,11,NA,NA,0.341,0.221,NA,NA,NA,NA,NA,0.9,0.7,1.6,NA
1947-48,22,CHS,BAA,SG,5,NA,NA,0.446,0.534,NA,NA,NA,NA,NA,1.1,0,1.1,NA
1948-49,23,CHS,BAA,SG,2,NA,NA,0.387,0.367,NA,NA,NA,NA,NA,0,0.1,0.2,NA
1949-50,24,CHS,NBA,SG,2,NA,NA,0.564,0.563,NA,NA,NA,NA,NA,0.5,0,0.5,NA
1950-51,25,NYK,NBA,SG,14,NA,NA,0.479,0.461,NA,NA,NA,NA,NA,1.3,0.4,1.6,NA
1951-52,26,NYK,NBA,SG,14,506,14.7,0.486,0.595,NA,NA,NA,10.5,NA,0.7,0.2,0.9,0.087
1953-54,28,FTW,NBA,SG,4,98,9.8,0.411,0.417,NA,NA,NA,13.4,NA,-0.1,0.1,0,-0.012
1954-55,29,FTW,NBA,SG,11,129,14.9,0.492,0.455,NA,NA,NA,26.9,NA,0.3,0.1,0.4,0.139
Career,NA,,TOT,,63,733,14.1,0.443,0.438,NA,NA,NA,13.8,NA,4.8,1.6,6.4,0.083
,NA,,NBA,,45,733,14.1,0.484,0.512,NA,NA,NA,13.8,NA,2.7,0.7,3.4,0.083
,NA,,BAA,,18,NA,NA,0.378,0.324,NA,NA,NA,NA,NA,2.1,0.9,2.9,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,28,506,14.7,0.482,0.522,NA,NA,NA,10.5,NA,2,0.6,2.5,0.087
4 seasons,NA,CHS,BAA,,20,NA,NA,0.395,0.345,NA,NA,NA,NA,NA,2.6,0.9,3.5,NA
2 seasons,NA,FTW,NBA,,15,227,12.7,0.456,0.438,NA,NA,NA,21.1,NA,0.2,0.2,0.3,0.074
