Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,21,CHS,BAA,SG,61,NA,NA,0.384,0.273,NA,NA,NA,NA,NA,7.6,2,9.6,NA
1947-48,22,CHS,BAA,SG,48,NA,NA,0.387,0.288,NA,NA,NA,NA,NA,7.7,1.7,9.4,NA
1948-49,23,CHS,BAA,SG,58,NA,NA,0.428,0.34,NA,NA,NA,NA,NA,6.7,3.5,10.2,NA
1949-50,24,CHS,NBA,SG,68,NA,NA,0.429,0.337,NA,NA,NA,NA,NA,4.8,3.6,8.4,NA
1950-51,25,NYK,NBA,SG,66,NA,NA,0.424,0.349,NA,NA,NA,NA,NA,1.8,0.9,2.7,NA
1951-52,26,NYK,NBA,SG,66,2113,12.4,0.414,0.397,NA,NA,NA,NA,NA,0.5,1.1,1.7,0.038
1952-53,27,NYK,NBA,SG,29,722,15.8,0.45,0.444,NA,NA,NA,NA,NA,1,0.7,1.7,0.116
1953-54,28,TOT,NBA,SG,65,1881,15.3,0.444,0.472,NA,NA,NA,NA,NA,2.5,1.2,3.7,0.095
1953-54,28,BLB,NBA,SG,11,418,16,0.45,0.531,NA,NA,NA,NA,NA,0.6,0.1,0.7,0.085
1953-54,28,MLH,NBA,SG,9,299,15.6,0.415,0.428,NA,NA,NA,NA,NA,0.1,0.2,0.3,0.045
1953-54,28,FTW,NBA,SG,45,1164,15,0.451,0.465,NA,NA,NA,NA,NA,1.8,0.9,2.7,0.111
1954-55,29,FTW,NBA,SG,70,1862,11.9,0.402,0.429,NA,NA,NA,NA,NA,-1.1,1.7,0.6,0.014
1955-56,30,FTW,NBA,SG,9,182,13.8,0.456,0.432,NA,NA,NA,NA,NA,0.2,0.1,0.3,0.091
Career,NA,,TOT,,540,6760,13.5,0.415,0.357,NA,NA,NA,NA,NA,31.8,16.5,48.3,0.057
,NA,,NBA,,373,6760,13.5,0.425,0.395,NA,NA,NA,NA,NA,9.8,9.3,19.1,0.057
,NA,,BAA,,167,NA,NA,0.401,0.302,NA,NA,NA,NA,NA,22,7.2,29.2,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CHS,BAA,,235,NA,NA,0.408,0.311,NA,NA,NA,NA,NA,26.8,10.8,37.6,NA
3 seasons,NA,NYK,NBA,,161,2835,13.3,0.423,0.385,NA,NA,NA,NA,NA,3.4,2.7,6.1,0.058
3 seasons,NA,FTW,NBA,,124,3208,13.1,0.422,0.441,NA,NA,NA,NA,NA,0.9,2.7,3.6,0.054
1 season,NA,BLB,NBA,,11,418,16,0.45,0.531,NA,NA,NA,NA,NA,0.6,0.1,0.7,0.085
1 season,NA,MLH,NBA,,9,299,15.6,0.415,0.428,NA,NA,NA,NA,NA,0.1,0.2,0.3,0.045
