Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,21,CHS,BAA,SG,11,NA,NA,60,199,0.302,29,44,0.659,NA,4,26,149
1947-48,22,CHS,BAA,SG,5,NA,NA,30,88,0.341,37,47,0.787,NA,0,17,97
1948-49,23,CHS,BAA,SG,2,NA,NA,15,49,0.306,14,18,0.778,NA,6,3,44
1949-50,24,CHS,NBA,SG,2,NA,NA,15,32,0.469,15,18,0.833,NA,6,7,45
1950-51,25,NYK,NBA,SG,14,NA,NA,88,217,0.406,74,100,0.74,58,38,43,250
1951-52,26,NYK,NBA,SG,14,NA,506,69,185,0.373,89,110,0.809,44,23,51,227
1953-54,28,FTW,NBA,SG,4,NA,98,11,36,0.306,13,15,0.867,3,6,7,35
1954-55,29,FTW,NBA,SG,11,NA,129,18,44,0.409,16,20,0.8,16,18,20,52
Career,NA,,TOT,,63,NA,733,306,850,0.36,287,372,0.772,121,101,174,899
,NA,,NBA,,45,NA,733,201,514,0.391,207,263,0.787,121,91,128,609
,NA,,BAA,,18,NA,NA,105,336,0.313,80,109,0.734,NA,10,46,290
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,28,NA,506,157,402,0.391,163,210,0.776,102,61,94,477
4 seasons,NA,CHS,BAA,,20,NA,NA,120,368,0.326,95,127,0.748,NA,16,53,335
2 seasons,NA,FTW,NBA,,15,NA,227,29,80,0.363,29,35,0.829,19,24,27,87
