Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,21,CHS,BAA,SG,11,NA,NA,NA,NA,0.302,NA,NA,0.659,NA,NA,NA,NA
1947-48,22,CHS,BAA,SG,5,NA,NA,NA,NA,0.341,NA,NA,0.787,NA,NA,NA,NA
1948-49,23,CHS,BAA,SG,2,NA,NA,NA,NA,0.306,NA,NA,0.778,NA,NA,NA,NA
1949-50,24,CHS,NBA,SG,2,NA,NA,NA,NA,0.469,NA,NA,0.833,NA,NA,NA,NA
1950-51,25,NYK,NBA,SG,14,NA,NA,NA,NA,0.406,NA,NA,0.74,NA,NA,NA,NA
1951-52,26,NYK,NBA,SG,14,NA,506,4.9,13.2,0.373,6.3,7.8,0.809,3.1,1.6,3.6,16.2
1953-54,28,FTW,NBA,SG,4,NA,98,4,13.2,0.306,4.8,5.5,0.867,1.1,2.2,2.6,12.9
1954-55,29,FTW,NBA,SG,11,NA,129,5,12.3,0.409,4.5,5.6,0.8,4.5,5,5.6,14.5
Career,NA,,TOT,,63,NA,733,4.8,13,0.36,5.8,7.1,0.772,3.1,2.3,3.8,15.4
,NA,,NBA,,45,NA,733,4.8,13,0.391,5.8,7.1,0.787,3.1,2.3,3.8,15.4
,NA,,BAA,,18,NA,NA,NA,NA,0.313,NA,NA,0.734,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,28,NA,506,4.9,13.2,0.391,6.3,7.8,0.776,3.1,1.6,3.6,16.2
4 seasons,NA,CHS,BAA,,20,NA,NA,NA,NA,0.326,NA,NA,0.748,NA,NA,NA,NA
2 seasons,NA,FTW,NBA,,15,NA,227,4.6,12.7,0.363,4.6,5.6,0.829,3,3.8,4.3,13.8
