,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,26,NYK,NBA,,11,,5,9,,,,27
1960-61,27,NYK,NBA,,11,,8,,,,,26
1961-62,28,NYK,NBA,,13,,11,,,,,33
1962-63,29,NYK,NBA,,17,,11,,,,,39
1963-64,30,NYK,NBA,,14,,8,13,,,,28
1964-65,31,NYK,NBA,,15,,7,17,,,,33
1965-66,32,TOT,NBA,,12,,10,15,,,,28
1965-66,32,NYK,NBA,,11,17,6,8,19,3,5,25
1965-66,32,BAL,NBA,,12,,10,15,,,,28
1966-67,33,BAL,NBA,,10,,7,12,,,,22
1967-68,34,TOT,NBA,,17,,9,15,,,,35
1967-68,34,SDR,NBA,,17,,9,15,,,,35
1967-68,34,PHI,NBA,,6,12,5,10,9,3,5,15
1968-69,35,PHI,NBA,,9,,6,9,,,,18
1969-70,36,CIN,NBA,,13,,11,15,,,,32
1970-71,37,CIN,NBA,,17,,13,15,,,,39
1971-72,38,CIN,NBA,,11,,7,12,,,,28
1972-73,39,KCO,NBA,,8,,7,7,,,,20
Career,,,,,17,,13,,,,,39
7 Seasons,,NYK,NBA,,17,,11,,,,,39
4 Seasons,,"CIN,KCO",NBA,,17,,13,15,,,,39
2 Seasons,,BAL,NBA,,12,,10,15,,,,28
2 Seasons,,PHI,NBA,,9,,6,10,,,,18
1 Season,,SDR,NBA,,17,,9,15,,,,35
