,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,UTS,ABA,,5,,0,,,,5,7,,,,,,,,,15
1973-74,24,TOT,ABA,,9,,1,,,,6,8,,,,,,,,,20
1973-74,24,UTS,ABA,,8,,0,,,,6,7,,,,,,,,,18
1973-74,24,MMT,ABA,,9,,1,,,,5,8,,,,,,,,,20
1974-75,25,VIR,ABA,,13,,1,,,,11,14,,,,,,,,,32
1975-76,26,VIR,ABA,,13,,0,,,,15,17,,,,,,,,,35
Career,,,,,13,,1,,,,15,17,,,,,,,,,35
2 Seasons,,VIR,ABA,,13,,1,,,,15,17,,,,,,,,,35
2 Seasons,,UTS,ABA,,8,,0,,,,6,7,,,,,,,,,18
1 Season,,MMT,ABA,,9,,1,,,,5,8,,,,,,,,,20
