,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,22,MIL,NBA,,1,4,,,,,0,1,,,2,3,,,0,2
1970-71,23,MIL,NBA,,2,,,,,,2,2,,,,,,,,6
Career,,,,,2,,,,,,2,2,,,,,,,,6
