Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,22,MIL,NBA,SF,1,NA,8,1,4,0.25,NA,NA,NA,1,4,0.25,0.25,0,1,0,NA,NA,2,3,NA,NA,0,2
1970-71,23,MIL,NBA,SF,7,NA,16,4,11,0.364,NA,NA,NA,4,11,0.364,0.364,4,4,1,NA,NA,5,0,NA,NA,4,12
Career,NA,,NBA,,8,NA,24,5,15,0.333,NA,NA,NA,5,15,0.333,0.333,4,5,0.8,NA,NA,7,3,NA,NA,4,14
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,8,NA,24,5,15,0.333,NA,NA,NA,5,15,0.333,0.333,4,5,0.8,NA,NA,7,3,NA,NA,4,14
