Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,22,MIL,NBA,SF,41,292,9,0.437,NA,0.257,NA,NA,NA,11,NA,NA,NA,NA,-0.2,0.3,0.1,0.011
1970-71,23,MIL,NBA,SF,2,43,3.6,0.166,NA,0.583,NA,NA,6.6,30.8,NA,NA,NA,NA,-0.2,0.1,-0.2,-0.189
1971-72,24,NYA,ABA,SF,4,20,0.7,0.5,0,0,5,4.7,4.9,5.9,NA,50,7.8,NA,0,0,0,0.026
Career,NA,,TOT,,47,355,7.9,0.408,0,0.285,5,4.7,6.1,13.1,NA,50,7.8,NA,-0.4,0.3,-0.1,-0.013
,NA,,NBA,,43,335,8.3,0.407,NA,0.289,NA,NA,6.6,13.5,NA,NA,NA,NA,-0.4,0.3,-0.1,-0.015
,NA,,ABA,,4,20,0.7,0.5,0,0,5,4.7,4.9,5.9,NA,50,7.8,NA,0,0,0,0.026
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,43,335,8.3,0.407,NA,0.289,NA,NA,6.6,13.5,NA,NA,NA,NA,-0.4,0.3,-0.1,-0.015
1 season,NA,NYA,ABA,,4,20,0.7,0.5,0,0,5,4.7,4.9,5.9,NA,50,7.8,NA,0,0,0,0.026
