Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,28,FTW,BAA,NA,53,NA,NA,NA,NA,0.277,NA,NA,0.725,NA,NA,NA,NA
1949-50,29,TOT,NBA,NA,29,NA,NA,NA,NA,0.281,NA,NA,0.675,NA,NA,NA,NA
1949-50,29,BLB,NBA,NA,8,NA,NA,NA,NA,0.282,NA,NA,0.833,NA,NA,NA,NA
1949-50,29,WAT,NBA,NA,21,NA,NA,NA,NA,0.281,NA,NA,0.647,NA,NA,NA,NA
Career,NA,,TOT,NA,82,NA,NA,NA,NA,0.278,NA,NA,0.713,NA,NA,NA,NA
,NA,,BAA,NA,53,NA,NA,NA,NA,0.277,NA,NA,0.725,NA,NA,NA,NA
,NA,,NBA,NA,29,NA,NA,NA,NA,0.281,NA,NA,0.675,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,FTW,BAA,NA,53,NA,NA,NA,NA,0.277,NA,NA,0.725,NA,NA,NA,NA
1 season,NA,WAT,NBA,NA,21,NA,NA,NA,NA,0.281,NA,NA,0.647,NA,NA,NA,NA
1 season,NA,BLB,NBA,NA,8,NA,NA,NA,NA,0.282,NA,NA,0.833,NA,NA,NA,NA
