Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,21,FLO,ABA,PF,4,NA,156,5.5,13.2,0.421,0,0,NA,5.5,13.2,0.421,4.2,5.8,0.72,NA,NA,9.2,0.9,NA,NA,2.1,3.7,15.2
1972-73,22,DNR,ABA,PF,4,NA,53,3.4,13.6,0.25,0,0,NA,3.4,13.6,0.25,3.4,4.1,0.833,2.7,3.4,6.1,0.7,NA,NA,7.5,8.8,10.2
Career,NA,,ABA,,8,NA,209,5,13.3,0.377,0,0,NA,5,13.3,0.377,4,5.3,0.742,2.7,3.4,8.4,0.9,NA,NA,3.4,5,14
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNR,ABA,,4,NA,53,3.4,13.6,0.25,0,0,NA,3.4,13.6,0.25,3.4,4.1,0.833,2.7,3.4,6.1,0.7,NA,NA,7.5,8.8,10.2
1 season,NA,FLO,ABA,,4,NA,156,5.5,13.2,0.421,0,0,NA,5.5,13.2,0.421,4.2,5.8,0.72,NA,NA,9.2,0.9,NA,NA,2.1,3.7,15.2
