Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,NOB,ABA,NA,21,NA,4.8,0.7,1.9,0.359,0,0,NA,0.7,1.9,0.359,0.359,0.4,0.6,0.615,NA,NA,1.6,0.1,0.5,0.5,1.7
Career,NA,,ABA,NA,21,NA,4.8,0.7,1.9,0.359,0,0,NA,0.7,1.9,0.359,0.359,0.4,0.6,0.615,NA,NA,1.6,0.1,0.5,0.5,1.7
