Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,28,DEN,NBA,PF,1,0,11:00,1,3,0.333,0,0,NA,1,2,0.5,0,3,1,0,0,1,1,3
Career,NA,,NBA,,1,0,11,1,3,0.333,0,0,NA,1,2,0.5,0,3,1,0,0,1,1,3
