Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1979-80,23,TOT,NBA,SF,78,NA,2857,10.1,21,0.479,0,0.1,0.333,10,20.8,0.48,4.9,6.8,0.73,3.9,7.3,11.2,2.7,1.6,0.5,3.2,3.3,25.1,NA,106,103
1979-80,23,NJN,NBA,SF,53,NA,2046,9.3,19.4,0.479,0,0.1,0.2,9.3,19.3,0.481,4.4,6.2,0.711,3.8,7.5,11.3,2.5,1.7,0.5,2.9,3.3,23,NA,105,103
1979-80,23,POR,NBA,SF,25,NA,811,12.1,25.2,0.48,0.1,0.2,0.5,11.9,24.9,0.48,6.4,8.3,0.77,4,6.7,10.7,3.4,1.4,0.7,3.9,3.4,30.7,NA,108,105
1980-81,24,POR,NBA,SF,74,NA,2111,8.7,17.5,0.497,0.1,0.2,0.5,8.6,17.3,0.497,4.4,6.2,0.707,3.3,6.2,9.5,3.5,1.6,0.4,3.6,4.1,21.9,NA,106,106
1981-82,25,POR,NBA,SF,75,71,2599,9.5,16.4,0.576,0,0.1,0.25,9.4,16.3,0.579,5.4,7.2,0.75,3.5,7.7,11.3,2.8,1.1,0.7,2.6,3.2,24.4,NA,122,108
1982-83,26,POR,NBA,SF,80,80,2879,10.6,19.6,0.543,0,0.3,0.15,10.6,19.3,0.549,5.6,7.1,0.792,3.5,6.4,9.9,2.8,1,0.5,3.4,3,26.9,NA,115,106
1983-84,27,POR,NBA,SF,79,74,2638,9,15.4,0.583,0,0.3,0.118,9,15.1,0.593,4.9,6.2,0.797,3,5.6,8.6,3.2,1.2,0.4,3,3.9,23,NA,122,109
1984-85,28,DEN,NBA,PF,78,76,2657,11.5,21.1,0.546,0,0.1,0,11.5,21,0.547,7.5,9.5,0.793,3.5,6.7,10.2,4,1.3,0.6,3.2,3.1,30.5,NA,121,109
1985-86,29,DEN,NBA,PF,69,62,2007,10.5,20.8,0.504,0,0.1,0.333,10.5,20.7,0.505,6.2,7.8,0.801,2.8,7,9.8,3.7,1.3,0.3,2.9,3.2,27.3,NA,113,106
1986-87,30,DEN,NBA,PF,1,1,20,9,22.6,0.4,0,0,NA,9,22.6,0.4,4.5,4.5,1,4.5,6.8,11.3,4.5,2.3,0,2.3,4.5,22.6,NA,104,109
1987-88,31,DEN,NBA,PF,27,7,533,8.7,17.8,0.49,0,0.1,0,8.7,17.7,0.493,4.6,6.2,0.74,3,5.2,8.2,4,1.1,0.3,2.6,3.7,22,NA,110,109
1988-89,32,TOT,NBA,SF,24,0,353,6,14.9,0.405,0,0.1,0,6,14.8,0.409,7.3,10.2,0.722,3.6,6.4,10,2.3,1,0.4,3.9,4.1,19.4,NA,99,110
1988-89,32,DEN,NBA,SF,14,0,168,5.8,13.3,0.44,0,0.3,0,5.8,13,0.449,5.8,8.2,0.71,3.2,9,12.2,1.9,1.6,0.3,2.9,3.5,17.5,NA,102,106
1988-89,32,SAS,NBA,SF,10,0,185,6.2,16.4,0.379,0,0,NA,6.2,16.4,0.379,8.7,12,0.729,4,4,8,2.7,0.5,0.5,4.7,4.7,21.2,NA,96,113
1989-90,33,IND,NBA,SF,14,0,164,6,9.4,0.645,0,0,NA,6,9.4,0.645,5.1,6.6,0.773,3,7.5,10.6,2.7,0.3,0,1.5,4.2,17.2,NA,138,113
Career,NA,,NBA,,599,371,18818,9.9,18.7,0.528,0,0.2,0.219,9.8,18.5,0.531,5.6,7.3,0.768,3.4,6.7,10,3.2,1.3,0.5,3.1,3.4,25.4,NA,114,107
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,POR,NBA,,333,225,11038,9.7,17.9,0.543,0.1,0.2,0.228,9.6,17.6,0.548,5.2,6.8,0.766,3.4,6.5,9.9,3.1,1.3,0.5,3.2,3.5,24.7,NA,115,107
5 seasons,NA,DEN,NBA,,189,146,5385,10.7,20.4,0.523,0,0.1,0.182,10.7,20.3,0.524,6.7,8.5,0.79,3.2,6.7,9.9,3.8,1.3,0.4,3,3.2,28,NA,116,108
1 season,NA,NJN,NBA,,53,NA,2046,9.3,19.4,0.479,0,0.1,0.2,9.3,19.3,0.481,4.4,6.2,0.711,3.8,7.5,11.3,2.5,1.7,0.5,2.9,3.3,23,NA,105,103
1 season,NA,IND,NBA,,14,0,164,6,9.4,0.645,0,0,NA,6,9.4,0.645,5.1,6.6,0.773,3,7.5,10.6,2.7,0.3,0,1.5,4.2,17.2,NA,138,113
1 season,NA,SAS,NBA,,10,0,185,6.2,16.4,0.379,0,0,NA,6.2,16.4,0.379,8.7,12,0.729,4,4,8,2.7,0.5,0.5,4.7,4.7,21.2,NA,96,113
