,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2012-13,19,WAS,NBA,47:36,10,22,6,9,8,19,9,11,4,9,12,6,3,4,5,6,29,25.2
2013-14,20,WAS,NBA,51:07,15,25,6,10,11,18,6,10,3,9,10,8,4,2,6,5,37,25.9
2014-15,21,WAS,NBA,45:44,11,24,5,11,10,15,10,10,4,11,11,8,3,2,5,6,33,25.9
2015-16,22,WAS,NBA,45:59,12,24,5,10,10,20,8,9,6,8,9,7,4,1,8,5,34,27.8
2016-17,23,WAS,NBA,45:20,16,28,7,14,13,19,13,14,4,8,10,9,4,2,5,5,42,34.5
2017-18,24,WAS,NBA,47:24,21,37,7,13,16,26,13,16,3,10,12,11,3,3,7,6,51,33.9
2018-19,25,WAS,NBA,54:36,17,36,9,13,13,24,14,15,6,10,12,15,6,4,8,5,46,40.1
2019-20,26,WAS,NBA,42:13,19,38,8,15,14,27,18,20,5,8,10,12,5,3,9,5,55,41.8
Career,,,,54:36,21,38,9,15,16,27,18,20,6,11,12,15,6,4,9,6,55,41.8
