,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,20,ORL,NBA,SF,4,112,1%,2%,94%,4%,,-14.5,-15.5,1,0,7,1,2,0,16,0,3
2001-02,21,ORL,NBA,SF,4,72,,10%,78%,12%,,-30.4,-39.0,3,1,4,0,0,0,10,0,0
2003-04,23,MEM,NBA,SF,4,98,,1%,100%,,,-15.7,+1.9,2,0,3,1,2,0,7,1,1
2004-05,24,MEM,NBA,SF,4,110,,,74%,26%,,-19.0,-17.1,2,1,2,1,1,0,24,0,3
2005-06,25,MEM,NBA,SG,4,107,,48%,52%,,,-32.1,-35.0,4,2,8,2,4,1,14,2,2
2010-11,30,MIA,NBA,SG,18,215,,81%,19%,,,+10.1,+9.0,3,3,9,0,0,2,32,0,1
2011-12,31,MIA,NBA,SG,23,368,6%,52%,39%,2%,,+7.0,-1.7,4,6,26,1,2,2,37,0,2
2012-13,32,MIA,NBA,SF,17,232,,9%,91%,,,+11.5,+5.3,2,0,11,1,0,0,34,0,0
2013-14,33,MEM,NBA,SF,7,173,,8%,55%,37%,,-9.5,-8.1,3,2,10,0,1,0,20,0,3
2014-15,34,CLE,NBA,SF,9,65,,8%,64%,28%,,-11.0,-16.0,1,0,3,0,0,0,0,0,0
Career,,,NBA,,94,1552,2%,30%,60%,8%,,-3.7,-6.4,25,15,83,7,12,5,194,3,15
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIA,NBA,,58,815,3%,47%,49%,1%,,+9.1,+3.1,9,9,46,2,2,4,103,0,3
4 seasons,,MEM,NBA,,19,488,,14%,68%,19%,,-17.8,-14.0,11,5,23,4,8,1,65,3,9
1 season,,CLE,NBA,,9,65,,8%,64%,28%,,-11.0,-16.0,1,0,3,0,0,0,0,0,0
2 seasons,,ORL,NBA,,8,184,1%,5%,87%,7%,,-20.7,-24.7,4,1,11,1,2,0,26,0,3
