,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2000-01,20,ORL,NBA,35:49,9,18,4,6,5,12,2,2,2,5,6,3,0,2,1,4,22,16.2
2001-02,21,ORL,NBA,40:06,5,12,1,5,5,7,4,4,0,3,3,5,3,0,2,4,10,8.2
2003-04,23,MEM,NBA,26:28,5,11,2,6,3,7,1,2,0,5,5,1,2,0,2,1,12,7.5
2004-05,24,MEM,NBA,33:55,7,12,5,7,4,8,2,2,0,3,3,5,0,2,2,4,19,17.8
2005-06,25,MEM,NBA,38:26,4,11,1,3,4,9,5,5,1,5,5,2,1,2,3,4,10,5.6
2010-11,30,MIA,NBA,26:06,5,8,3,5,3,3,0,0,3,8,9,3,2,1,1,4,12,12.8
2011-12,31,MIA,NBA,28:36,7,11,7,9,2,3,2,2,2,5,6,4,2,1,3,4,23,19.0
2012-13,32,MIA,NBA,29:34,5,7,5,5,1,2,0,0,1,6,7,4,3,1,1,5,15,13.1
2013-14,33,MEM,NBA,30:37,6,11,5,8,1,4,4,4,1,6,6,3,3,0,3,4,21,23.0
2014-15,34,CLE,NBA,16:08,1,2,1,2,0,0,0,0,0,5,5,0,1,1,1,2,3,4.2
Career,,,,40:06,9,18,7,9,5,12,5,5,3,8,9,5,3,2,3,5,23,23.0
3 Seasons,,MIA,NBA,29:34,7,11,7,9,3,3,2,2,3,8,9,4,3,1,3,5,23,19.0
4 Seasons,,MEM,NBA,38:26,7,12,5,8,4,9,5,5,1,6,6,5,3,2,3,4,21,23.0
1 Season,,CLE,NBA,16:08,1,2,1,2,0,0,0,0,0,5,5,0,1,1,1,2,3,4.2
2 Seasons,,ORL,NBA,40:06,9,18,4,6,5,12,4,4,2,5,6,5,3,2,2,4,22,16.2
